generation,stra.1,stra.15,stra.71,stra.138,stra.195,stra.197,stra.229,stra.233,stra.237,stra.257
3582,0.827315,7.06E-36,8.96E-50,9.51E-147,5.17E-72,0.0479627,1.40E-05,1.50E-13,0.00105934,4.53E-31
3583,0.826466,6.52E-36,8.26E-50,4.73E-147,4.86E-72,0.0479396,1.40E-05,1.50E-13,0.00106089,4.53E-31
3584,0.826445,6.03E-36,7.63E-50,2.35E-147,4.58E-72,0.0479645,1.40E-05,1.51E-13,0.00106351,4.53E-31
3585,0.826424,5.58E-36,7.04E-50,1.17E-147,4.31E-72,0.0479895,1.40E-05,1.52E-13,0.00106615,4.54E-31
3586,0.826403,5.16E-36,6.50E-50,5.82E-148,4.05E-72,0.0480146,1.41E-05,1.53E-13,0.0010688,4.54E-31
3587,0.826381,4.77E-36,6.00E-50,2.90E-148,3.81E-72,0.0480397,1.41E-05,1.53E-13,0.00107147,4.54E-31
3588,0.826359,4.41E-36,5.54E-50,1.44E-148,3.59E-72,0.048065,1.41E-05,1.54E-13,0.00107416,4.55E-31
3589,0.826338,4.08E-36,5.11E-50,7.17E-149,3.38E-72,0.0480903,1.41E-05,1.55E-13,0.00107686,4.55E-31
3590,0.826202,3.77E-36,4.72E-50,3.56E-149,3.18E-72,0.048098,1.41E-05,1.56E-13,0.00107796,4.55E-31
3591,0.826292,3.49E-36,4.36E-50,1.77E-149,2.99E-72,0.0481282,1.41E-05,1.57E-13,0.0010806,4.55E-31
3592,0.826288,3.22E-36,4.02E-50,8.82E-150,2.81E-72,0.0481545,1.42E-05,1.57E-13,0.00108334,4.56E-31
3593,0.826269,2.98E-36,3.71E-50,4.39E-150,2.65E-72,0.0481802,1.42E-05,1.58E-13,0.0010861,4.56E-31
3594,0.826247,2.76E-36,3.43E-50,2.18E-150,2.49E-72,0.0482059,1.42E-05,1.59E-13,0.00108888,4.56E-31
3595,0.826225,2.55E-36,3.17E-50,1.09E-150,2.34E-72,0.0482316,1.42E-05,1.60E-13,0.00109168,4.57E-31
3596,0.826202,2.36E-36,2.92E-50,5.40E-151,2.21E-72,0.0482575,1.42E-05,1.61E-13,0.0010945,4.57E-31
3597,0.82618,2.18E-36,2.70E-50,2.69E-151,2.08E-72,0.0482834,1.42E-05,1.62E-13,0.00109733,4.57E-31
3598,0.826157,2.02E-36,2.49E-50,1.34E-151,1.95E-72,0.0483094,1.43E-05,1.62E-13,0.00110018,4.58E-31
3599,0.826134,1.87E-36,2.30E-50,6.66E-152,1.84E-72,0.0483355,1.43E-05,1.63E-13,0.00110306,4.58E-31
3600,0.826111,1.73E-36,2.12E-50,3.31E-152,1.73E-72,0.0483616,1.43E-05,1.64E-13,0.00110595,4.58E-31
3601,0.826088,1.60E-36,1.96E-50,1.65E-152,1.63E-72,0.0483879,1.43E-05,1.65E-13,0.00110885,4.58E-31
3602,0.826065,1.48E-36,1.81E-50,8.20E-153,1.53E-72,0.0484142,1.43E-05,1.66E-13,0.00111178,4.59E-31
3603,0.826042,1.37E-36,1.67E-50,4.08E-153,1.44E-72,0.0484407,1.44E-05,1.67E-13,0.00111473,4.59E-31
3604,0.826018,1.26E-36,1.54E-50,2.03E-153,1.36E-72,0.0484672,1.44E-05,1.68E-13,0.00111769,4.59E-31
3605,0.825995,1.17E-36,1.43E-50,1.01E-153,1.28E-72,0.0484938,1.44E-05,1.68E-13,0.00112068,4.60E-31
3606,0.825971,1.08E-36,1.32E-50,5.03E-154,1.20E-72,0.0485204,1.44E-05,1.69E-13,0.00112368,4.60E-31
3607,0.825948,1.00E-36,1.22E-50,2.50E-154,1.13E-72,0.0485472,1.44E-05,1.70E-13,0.00112671,4.60E-31
3608,0.825359,9.24E-37,1.12E-50,1.25E-154,1.07E-72,0.048548,1.44E-05,1.71E-13,0.00112883,4.61E-31
3609,0.825509,8.55E-37,1.04E-50,6.20E-155,1.00E-72,0.0485899,1.45E-05,1.72E-13,0.00113203,4.61E-31
3610,0.825601,7.91E-37,9.58E-51,3.09E-155,9.44E-73,0.048627,1.45E-05,1.73E-13,0.00113521,4.62E-31
3611,0.825654,7.32E-37,8.84E-51,1.54E-155,8.88E-73,0.0486608,1.45E-05,1.74E-13,0.00113839,4.62E-31
3612,0.825681,6.77E-37,8.17E-51,7.65E-156,8.36E-73,0.0486924,1.45E-05,1.75E-13,0.00114156,4.63E-31
3613,0.825691,6.26E-37,7.54E-51,3.81E-156,7.87E-73,0.0487227,1.46E-05,1.76E-13,0.00114473,4.63E-31
3614,0.82569,5.79E-37,6.97E-51,1.90E-156,7.41E-73,0.0487521,1.46E-05,1.77E-13,0.00114792,4.63E-31
3615,0.82568,5.36E-37,6.43E-51,9.43E-157,6.97E-73,0.0487809,1.46E-05,1.77E-13,0.00115113,4.64E-31
3616,0.825666,4.96E-37,5.94E-51,4.70E-157,6.56E-73,0.0488094,1.46E-05,1.78E-13,0.00115435,4.64E-31
3617,0.825647,4.59E-37,5.49E-51,2.34E-157,6.18E-73,0.0488377,1.46E-05,1.79E-13,0.00115759,4.64E-31
3618,0.825627,4.24E-37,5.07E-51,1.16E-157,5.82E-73,0.0488659,1.47E-05,1.80E-13,0.00116085,4.65E-31
3619,0.825604,3.93E-37,4.68E-51,5.79E-158,5.47E-73,0.048894,1.47E-05,1.81E-13,0.00116413,4.65E-31
3620,0.825581,3.63E-37,4.32E-51,2.88E-158,5.15E-73,0.0489221,1.47E-05,1.82E-13,0.00116743,4.65E-31
3621,0.824807,3.36E-37,3.99E-51,1.43E-158,4.84E-73,0.0488943,1.47E-05,1.83E-13,0.00116938,4.65E-31
3622,0.824852,3.11E-37,3.69E-51,7.13E-159,4.56E-73,0.0489159,1.47E-05,1.84E-13,0.00117253,4.66E-31
3623,0.824891,2.87E-37,3.40E-51,3.55E-159,4.29E-73,0.0489381,1.48E-05,1.85E-13,0.00117571,4.66E-31
3624,0.824093,2.66E-37,3.14E-51,1.77E-159,4.04E-73,0.0489167,1.48E-05,1.86E-13,0.00117769,4.66E-31
3625,0.824115,2.46E-37,2.90E-51,8.81E-160,3.80E-73,0.0489448,1.48E-05,1.87E-13,0.00118089,4.66E-31
3626,0.824132,2.28E-37,2.68E-51,4.39E-160,3.58E-73,0.0489734,1.48E-05,1.88E-13,0.00118411,4.67E-31
3627,0.824146,2.11E-37,2.48E-51,2.19E-160,3.37E-73,0.0490024,1.48E-05,1.88E-13,0.00118737,4.67E-31
3628,0.824156,1.95E-37,2.29E-51,1.09E-160,3.17E-73,0.0490319,1.48E-05,1.89E-13,0.00119065,4.67E-31
3629,0.824162,1.80E-37,2.12E-51,5.43E-161,2.99E-73,0.0490619,1.49E-05,1.90E-13,0.00119397,4.67E-31
3630,0.824165,1.67E-37,1.96E-51,2.71E-161,2.82E-73,0.0490922,1.49E-05,1.91E-13,0.00119731,4.68E-31
3631,0.824166,1.55E-37,1.81E-51,1.35E-161,2.65E-73,0.0491229,1.49E-05,1.92E-13,0.00120068,4.68E-31
3632,0.824163,1.43E-37,1.67E-51,6.72E-162,2.50E-73,0.0491539,1.49E-05,1.93E-13,0.00120409,4.68E-31
3633,0.824158,1.32E-37,1.54E-51,3.35E-162,2.35E-73,0.0491853,1.50E-05,1.94E-13,0.00120752,4.68E-31
3634,0.824151,1.23E-37,1.43E-51,1.67E-162,2.22E-73,0.0492171,1.50E-05,1.95E-13,0.00121099,4.69E-31
3635,0.824141,1.13E-37,1.32E-51,8.31E-163,2.09E-73,0.0492491,1.50E-05,1.96E-13,0.00121448,4.69E-31
3636,0.82413,1.05E-37,1.22E-51,4.14E-163,1.97E-73,0.0492815,1.50E-05,1.98E-13,0.001218,4.69E-31
3637,0.824116,9.73E-38,1.13E-51,2.06E-163,1.85E-73,0.0493141,1.51E-05,1.99E-13,0.00122155,4.69E-31
3638,0.8241,9.00E-38,1.04E-51,1.03E-163,1.74E-73,0.0493471,1.51E-05,2.00E-13,0.00122513,4.70E-31
3639,0.824083,8.33E-38,9.62E-52,5.13E-164,1.64E-73,0.0493803,1.51E-05,2.01E-13,0.00122875,4.70E-31
3640,0.824064,7.72E-38,8.89E-52,2.56E-164,1.55E-73,0.0494138,1.51E-05,2.02E-13,0.00123239,4.70E-31
3641,0.823298,0.000925729,8.21E-52,1.27E-164,1.46E-73,0.0493894,1.51E-05,2.03E-13,0.00123427,4.71E-31
3642,0.823348,0.000856986,7.59E-52,6.35E-165,1.37E-73,0.0494153,1.52E-05,2.04E-13,0.00123745,4.71E-31
3643,0.823392,0.00079336,7.01E-52,3.17E-165,1.29E-73,0.049442,1.52E-05,2.05E-13,0.00124068,4.71E-31
3644,0.823429,0.000734468,6.48E-52,1.58E-165,1.22E-73,0.0494695,1.52E-05,2.06E-13,0.00124398,4.71E-31
3645,0.823461,0.000679958,5.99E-52,7.87E-166,1.15E-73,0.0494977,1.52E-05,2.07E-13,0.00124733,4.72E-31
3646,0.823488,0.000629504,5.54E-52,3.93E-166,1.08E-73,0.0495266,1.52E-05,2.08E-13,0.00125073,4.72E-31
3647,0.823509,0.000582803,5.12E-52,1.96E-166,1.02E-73,0.0495561,1.53E-05,2.09E-13,0.00125418,4.72E-31
3648,0.823526,0.000539575,4.73E-52,9.76E-167,9.59E-74,0.0495862,1.53E-05,2.10E-13,0.00125769,4.72E-31
3649,0.823539,0.000499562,4.37E-52,4.87E-167,9.03E-74,0.0496169,1.53E-05,2.11E-13,0.00126124,4.73E-31
3650,0.823548,0.000462523,4.04E-52,2.43E-167,8.51E-74,0.0496481,1.53E-05,2.12E-13,0.00126485,4.73E-31
3651,0.823553,0.000428238,3.73E-52,1.21E-167,8.02E-74,0.0496798,1.54E-05,2.13E-13,0.0012685,4.73E-31
3652,0.823555,0.000396502,3.45E-52,6.03E-168,7.55E-74,0.049712,1.54E-05,2.14E-13,0.00127219,4.74E-31
3653,0.823553,0.000367123,3.19E-52,3.01E-168,7.11E-74,0.0497447,1.54E-05,2.16E-13,0.00127593,4.74E-31
3654,0.823549,0.000339928,2.95E-52,1.50E-168,6.70E-74,0.0497778,1.54E-05,2.17E-13,0.00127972,4.74E-31
3655,0.823542,0.000314753,2.73E-52,7.48E-169,6.32E-74,0.0498113,1.55E-05,2.18E-13,0.00128355,4.75E-31
3656,0.823231,0.000291226,2.52E-52,3.72E-169,5.94E-74,0.0497928,1.55E-05,2.19E-13,0.00128553,4.75E-31
3657,0.823431,0.000269691,2.33E-52,1.86E-169,5.60E-74,0.0498259,1.55E-05,2.20E-13,0.00128918,4.75E-31
3658,0.823502,0.000249737,2.15E-52,9.25E-170,5.28E-74,0.0498601,1.55E-05,2.21E-13,0.001293,4.75E-31
3659,0.822957,0.000231124,1.99E-52,4.61E-170,4.97E-74,0.0498681,1.55E-05,2.22E-13,0.00129587,4.76E-31
3660,0.823126,0.000214084,1.84E-52,2.30E-170,4.68E-74,0.0499187,1.56E-05,2.23E-13,0.00130002,4.76E-31
3661,0.823183,0.000198111,1.70E-52,1.15E-170,4.41E-74,0.0499473,1.56E-05,2.24E-13,0.00130205,4.77E-31
3662,0.823302,0.000183484,1.57E-52,5.72E-171,4.16E-74,0.0499926,1.56E-05,2.25E-13,0.00130613,4.77E-31
3663,0.823335,0.000169931,1.45E-52,2.85E-171,3.92E-74,0.0500335,1.56E-05,2.27E-13,0.00131028,4.77E-31
3664,0.823346,0.000157378,1.35E-52,1.42E-171,3.69E-74,0.0500731,1.57E-05,2.28E-13,0.00131446,4.78E-31
3665,0.823342,0.000145752,1.24E-52,7.09E-172,3.48E-74,0.0501119,1.57E-05,2.29E-13,0.00131867,4.78E-31
3666,0.82333,0.000134987,1.15E-52,3.54E-172,3.28E-74,0.0501503,1.57E-05,2.30E-13,0.00132292,4.78E-31
3667,0.823311,0.000125017,1.06E-52,1.76E-172,3.09E-74,0.0501885,1.58E-05,2.31E-13,0.00132719,4.79E-31
3668,0.823288,0.000115786,9.83E-53,8.79E-173,2.91E-74,0.0502267,1.58E-05,2.33E-13,0.0013315,4.79E-31
3669,0.823261,0.000107239,9.09E-53,4.38E-173,2.75E-74,0.0502649,1.58E-05,2.34E-13,0.00133585,4.79E-31
3670,0.823232,9.93E-05,8.41E-53,2.19E-173,2.59E-74,0.0503032,1.58E-05,2.35E-13,0.00134024,4.80E-31
3671,0.822938,9.19E-05,7.77E-53,1.09E-173,2.44E-74,0.0503096,1.59E-05,2.36E-13,0.00134192,4.80E-31
3672,0.823098,8.51E-05,7.19E-53,5.42E-174,2.30E-74,0.0503545,1.59E-05,2.37E-13,0.00134588,4.80E-31
3673,0.823131,7.88E-05,6.65E-53,2.70E-174,2.16E-74,0.0503955,1.59E-05,2.38E-13,0.00135019,4.80E-31
3674,0.823118,7.30E-05,6.15E-53,1.35E-174,2.04E-74,0.0504352,1.60E-05,2.40E-13,0.00135464,4.81E-31
3675,0.82309,6.76E-05,5.68E-53,6.72E-175,1.92E-74,0.0504747,1.60E-05,2.41E-13,0.00135917,4.81E-31
3676,0.822755,6.26E-05,5.25E-53,3.35E-175,1.81E-74,0.050461,1.60E-05,2.42E-13,0.00136176,4.81E-31
3677,0.82293,5.80E-05,4.86E-53,1.67E-175,1.71E-74,0.0504995,1.60E-05,2.43E-13,0.00136611,4.81E-31
3678,0.822977,5.37E-05,4.50E-53,8.32E-176,1.61E-74,0.0505388,1.61E-05,2.45E-13,0.00137064,4.82E-31
3679,0.822973,4.98E-05,4.16E-53,4.15E-176,1.52E-74,0.0505786,1.61E-05,2.46E-13,0.00137526,4.82E-31
3680,0.822947,4.61E-05,3.85E-53,2.07E-176,1.43E-74,0.0506187,1.61E-05,2.47E-13,0.00137996,4.82E-31
3681,0.822912,4.27E-05,3.56E-53,1.03E-176,1.35E-74,0.0506591,1.62E-05,2.49E-13,0.0013847,4.83E-31
3682,0.822561,3.95E-05,3.29E-53,5.14E-177,1.27E-74,0.0506707,1.62E-05,2.49E-13,0.00138675,4.83E-31
3683,0.822722,3.66E-05,3.04E-53,2.56E-177,1.20E-74,0.05072,1.62E-05,2.51E-13,0.00139103,4.83E-31
3684,0.82276,3.39E-05,2.81E-53,1.28E-177,1.13E-74,0.0507644,1.63E-05,2.52E-13,0.00139567,4.83E-31
3685,0.822408,3.14E-05,2.60E-53,6.37E-178,1.06E-74,0.0507632,1.63E-05,2.53E-13,0.00139863,4.83E-31
3686,0.822598,2.91E-05,2.41E-53,3.18E-178,1.00E-74,0.0508083,1.63E-05,2.54E-13,0.00140331,4.84E-31
3687,0.822661,2.69E-05,2.23E-53,1.59E-178,9.45E-75,0.0508515,1.63E-05,2.56E-13,0.00140814,4.84E-31
3688,0.822665,2.50E-05,2.06E-53,7.91E-179,8.91E-75,0.050894,1.64E-05,2.57E-13,0.00141308,4.84E-31
3689,0.822643,2.31E-05,1.90E-53,3.95E-179,8.40E-75,0.0509362,1.64E-05,2.59E-13,0.00141808,4.85E-31
3690,0.822608,2.14E-05,1.76E-53,1.97E-179,7.92E-75,0.0509785,1.64E-05,2.60E-13,0.00142313,4.85E-31
3691,0.822567,1.98E-05,1.63E-53,9.82E-180,7.46E-75,0.0510209,1.65E-05,2.61E-13,0.00142823,4.85E-31
3692,0.822524,1.84E-05,1.51E-53,4.90E-180,7.04E-75,0.0510634,1.65E-05,2.63E-13,0.00143337,4.86E-31
3693,0.822479,1.70E-05,1.39E-53,2.44E-180,6.63E-75,0.0511062,1.66E-05,2.64E-13,0.00143856,4.86E-31
3694,0.822432,1.58E-05,1.29E-53,1.22E-180,6.25E-75,0.0511491,1.66E-05,2.66E-13,0.00144379,4.86E-31
3695,0.822386,1.46E-05,1.19E-53,6.08E-181,5.90E-75,0.0511922,1.66E-05,2.67E-13,0.00144907,4.87E-31
3696,0.822338,1.36E-05,1.10E-53,3.03E-181,5.56E-75,0.0512356,1.67E-05,2.69E-13,0.00145439,4.87E-31
3697,0.822291,1.26E-05,1.02E-53,1.51E-181,5.24E-75,0.0512791,1.67E-05,2.70E-13,0.00145976,4.87E-31
3698,0.822243,1.16E-05,9.46E-54,7.55E-182,4.94E-75,0.0513229,1.68E-05,2.72E-13,0.00146517,4.88E-31
3699,0.822194,1.08E-05,8.75E-54,3.77E-182,4.66E-75,0.0513668,1.68E-05,2.73E-13,0.00147063,4.88E-31
3700,0.822145,1.00E-05,8.10E-54,1.88E-182,4.39E-75,0.051411,1.68E-05,2.75E-13,0.00147613,4.88E-31
3701,0.821664,9.26E-06,7.48E-54,9.38E-183,4.14E-75,0.0514125,1.69E-05,2.76E-13,0.00147987,4.89E-31
3702,0.821835,8.58E-06,6.92E-54,4.68E-183,3.90E-75,0.0514618,1.69E-05,2.77E-13,0.00148526,4.89E-31
3703,0.821908,7.95E-06,6.41E-54,2.34E-183,3.68E-75,0.0515092,1.69E-05,2.79E-13,0.00149078,4.89E-31
3704,0.821928,7.37E-06,5.93E-54,1.17E-183,3.47E-75,0.0515557,1.70E-05,2.80E-13,0.00149639,4.90E-31
3705,0.821916,6.83E-06,5.49E-54,5.83E-184,3.27E-75,0.0516017,1.70E-05,2.82E-13,0.00150207,4.90E-31
3706,0.821887,6.33E-06,5.08E-54,2.91E-184,3.08E-75,0.0516475,1.71E-05,2.84E-13,0.00150781,4.90E-31
3707,0.821848,5.87E-06,4.70E-54,1.45E-184,2.91E-75,0.0516934,1.71E-05,2.85E-13,0.00151361,4.91E-31
3708,0.821804,5.44E-06,4.35E-54,7.24E-185,2.74E-75,0.0517393,1.72E-05,2.87E-13,0.00151946,4.91E-31
3709,0.821756,5.04E-06,4.02E-54,3.61E-185,2.58E-75,0.0517854,1.72E-05,2.88E-13,0.00152537,4.91E-31
3710,0.82108,4.67E-06,3.72E-54,1.80E-185,2.44E-75,0.0517921,1.72E-05,2.89E-13,0.00152824,4.91E-31
3711,0.82118,4.32E-06,3.44E-54,8.98E-186,2.30E-75,0.051848,1.73E-05,2.91E-13,0.00153303,4.91E-31
3712,0.821245,4.01E-06,3.19E-54,4.48E-186,2.17E-75,0.051902,1.73E-05,2.92E-13,0.00153813,4.92E-31
3713,0.821284,3.71E-06,2.95E-54,2.24E-186,2.04E-75,0.0519545,1.74E-05,2.94E-13,0.00154349,4.92E-31
3714,0.821301,3.44E-06,2.73E-54,1.12E-186,1.93E-75,0.0520059,1.74E-05,2.96E-13,0.00154906,4.92E-31
3715,0.821302,3.19E-06,2.53E-54,5.57E-187,1.82E-75,0.0520565,1.74E-05,2.97E-13,0.00155481,4.92E-31
3716,0.820891,2.95E-06,2.34E-54,2.78E-187,1.71E-75,0.0520588,1.75E-05,2.99E-13,0.00155896,4.93E-31
3717,0.821088,2.74E-06,2.16E-54,1.39E-187,1.62E-75,0.0521107,1.75E-05,3.00E-13,0.00156486,4.93E-31
3718,0.821173,2.54E-06,2.00E-54,6.93E-188,1.52E-75,0.0521613,1.76E-05,3.02E-13,0.00157092,4.93E-31
3719,0.821196,2.35E-06,1.85E-54,3.46E-188,1.44E-75,0.0522111,1.76E-05,3.04E-13,0.0015771,4.94E-31
3720,0.821186,2.18E-06,1.71E-54,1.73E-188,1.36E-75,0.0522606,1.77E-05,3.05E-13,0.00158338,4.94E-31
3721,0.821158,2.02E-06,1.59E-54,8.62E-189,1.28E-75,0.05231,1.77E-05,3.07E-13,0.00158975,4.94E-31
3722,0.82112,1.88E-06,1.47E-54,4.30E-189,1.21E-75,0.0523594,1.78E-05,3.09E-13,0.00159621,4.95E-31
3723,0.821074,1.74E-06,1.36E-54,2.15E-189,1.14E-75,0.0524088,1.78E-05,3.10E-13,0.00160273,4.95E-31
3724,0.821025,1.61E-06,1.26E-54,1.07E-189,1.07E-75,0.0524583,1.79E-05,3.12E-13,0.00160933,4.95E-31
3725,0.820974,1.49E-06,1.17E-54,5.35E-190,1.01E-75,0.0524777,1.79E-05,3.14E-13,0.00161378,4.96E-31
3726,0.820952,1.39E-06,1.08E-54,2.67E-190,9.55E-76,0.0525284,1.79E-05,3.15E-13,0.00162046,4.96E-31
3727,0.820898,1.29E-06,1.00E-54,1.33E-190,9.01E-76,0.0525784,1.80E-05,3.17E-13,0.00162723,4.96E-31
3728,0.820842,1.19E-06,9.26E-55,6.66E-191,8.50E-76,0.0526286,1.81E-05,3.19E-13,0.00163407,4.97E-31
3729,0.820785,1.11E-06,8.57E-55,3.33E-191,8.02E-76,0.052679,1.81E-05,3.21E-13,0.00164097,4.97E-31
3730,0.820727,1.02E-06,7.94E-55,1.66E-191,7.56E-76,0.0527297,1.82E-05,3.22E-13,0.00164794,4.98E-31
3731,0.820668,9.51E-07,7.35E-55,8.29E-192,7.13E-76,0.0527806,1.82E-05,3.24E-13,0.00165497,4.98E-31
3732,0.820609,8.82E-07,6.81E-55,4.14E-192,6.73E-76,0.0528317,1.83E-05,3.26E-13,0.00166207,4.98E-31
3733,0.820549,8.18E-07,6.30E-55,2.07E-192,6.35E-76,0.0528831,1.83E-05,3.28E-13,0.00166923,4.99E-31
3734,0.820489,7.59E-07,5.84E-55,1.03E-192,5.99E-76,0.0529347,1.84E-05,3.30E-13,0.00167646,4.99E-31
3735,0.820428,7.04E-07,5.41E-55,5.16E-193,5.65E-76,0.0529866,1.84E-05,3.32E-13,0.00168375,4.99E-31
3736,0.820367,6.53E-07,5.01E-55,2.57E-193,5.33E-76,0.0530387,1.85E-05,3.34E-13,0.00169111,5.00E-31
3737,0.820305,6.05E-07,4.64E-55,1.29E-193,5.03E-76,0.0530911,1.85E-05,3.35E-13,0.00169854,5.00E-31
3738,0.820243,5.62E-07,4.30E-55,6.42E-194,4.75E-76,0.0531437,1.86E-05,3.37E-13,0.00170604,5.00E-31
3739,0.82018,5.21E-07,3.98E-55,3.21E-194,4.48E-76,0.0531966,1.87E-05,3.39E-13,0.0017136,5.01E-31
3740,0.820117,4.83E-07,3.69E-55,1.60E-194,4.23E-76,0.0532498,1.87E-05,3.41E-13,0.00172124,5.01E-31
3741,0.820053,4.48E-07,3.42E-55,8.00E-195,3.99E-76,0.0533033,1.88E-05,3.43E-13,0.00172895,5.02E-31
3742,0.819168,4.16E-07,3.16E-55,3.99E-195,3.76E-76,0.0543047,1.88E-05,3.45E-13,0.0017356,5.02E-31
3743,0.819101,3.86E-07,2.93E-55,2.00E-195,3.55E-76,0.0543597,1.89E-05,3.47E-13,0.00174407,5.02E-31
3744,0.819034,3.58E-07,2.72E-55,9.97E-196,3.35E-76,0.054415,1.90E-05,3.49E-13,0.00175261,5.03E-31
3745,0.818967,3.32E-07,2.52E-55,4.98E-196,3.16E-76,0.0544706,1.90E-05,3.51E-13,0.00176124,5.03E-31
3746,0.8189,3.08E-07,2.33E-55,2.49E-196,2.98E-76,0.0545265,1.91E-05,3.53E-13,0.00176995,5.03E-31
3747,0.818831,2.86E-07,2.16E-55,1.24E-196,2.81E-76,0.0545826,1.92E-05,3.55E-13,0.00177874,5.04E-31
3748,0.81865,2.65E-07,2.00E-55,6.21E-197,2.65E-76,0.0546219,1.92E-05,3.57E-13,0.00178498,5.04E-31
3749,0.818694,2.46E-07,1.86E-55,3.10E-197,2.51E-76,0.0546846,1.93E-05,3.59E-13,0.00179378,5.05E-31
3750,0.818642,2.29E-07,1.72E-55,1.55E-197,2.36E-76,0.0547426,1.94E-05,3.61E-13,0.00180278,5.05E-31
3751,0.818575,2.12E-07,1.60E-55,7.75E-198,2.23E-76,0.0548001,1.94E-05,3.63E-13,0.00181188,5.05E-31
3752,0.818505,1.97E-07,1.48E-55,3.87E-198,2.11E-76,0.0548578,1.95E-05,3.65E-13,0.00182108,5.06E-31
3753,0.818434,1.83E-07,1.37E-55,1.94E-198,1.99E-76,0.0549158,1.96E-05,3.67E-13,0.00183036,5.06E-31
3754,0.818363,1.70E-07,1.27E-55,9.67E-199,1.88E-76,0.0549741,1.96E-05,3.70E-13,0.00183974,5.06E-31
3755,0.818291,1.58E-07,1.18E-55,4.84E-199,1.77E-76,0.0550327,1.97E-05,3.72E-13,0.0018492,5.07E-31
3756,0.818219,1.46E-07,1.09E-55,2.42E-199,1.67E-76,0.0550917,1.98E-05,3.74E-13,0.00185876,5.07E-31
3757,0.818146,1.36E-07,1.01E-55,1.21E-199,1.58E-76,0.055151,1.99E-05,3.76E-13,0.00186841,5.08E-31
3758,0.817816,1.26E-07,9.39E-56,6.04E-200,1.49E-76,0.0551584,1.99E-05,3.78E-13,0.00187614,5.08E-31
3759,0.81794,1.17E-07,8.71E-56,3.02E-200,1.41E-76,0.0552193,2.00E-05,3.80E-13,0.00188589,5.08E-31
3760,0.817935,1.09E-07,8.07E-56,1.51E-200,1.33E-76,0.0552799,2.01E-05,3.82E-13,0.00189577,5.09E-31
3761,0.817885,1.01E-07,7.49E-56,7.54E-201,1.25E-76,0.0553406,2.02E-05,3.85E-13,0.00190575,5.09E-31
3762,0.817819,9.38E-08,6.94E-56,3.77E-201,1.18E-76,0.0554016,2.02E-05,3.87E-13,0.00191583,5.09E-31
3763,0.817746,8.71E-08,6.44E-56,1.89E-201,1.12E-76,0.0554628,2.03E-05,3.89E-13,0.00192601,5.10E-31
3764,0.817671,8.09E-08,5.97E-56,9.43E-202,1.06E-76,0.0555244,2.04E-05,3.91E-13,0.0019363,5.10E-31
3765,0.817594,7.52E-08,5.54E-56,4.71E-202,9.97E-77,0.0555864,2.05E-05,3.94E-13,0.00194669,5.11E-31
3766,0.817454,6.98E-08,5.13E-56,2.36E-202,9.41E-77,0.0556061,2.05E-05,3.96E-13,0.00195455,5.11E-31
3767,0.817478,6.48E-08,4.76E-56,1.18E-202,8.88E-77,0.0556705,2.06E-05,3.98E-13,0.00196501,5.12E-31
3768,0.817414,6.02E-08,4.42E-56,5.89E-203,8.39E-77,0.0557336,2.07E-05,4.00E-13,0.00197566,5.12E-31
3769,0.817337,5.59E-08,4.10E-56,2.95E-203,7.92E-77,0.0557969,2.08E-05,4.03E-13,0.00198642,5.12E-31
3770,0.817257,5.19E-08,3.80E-56,1.47E-203,7.48E-77,0.0558606,2.09E-05,4.05E-13,0.0019973,5.13E-31
3771,0.817177,4.82E-08,3.52E-56,7.37E-204,7.06E-77,0.0559246,2.10E-05,4.08E-13,0.00200828,5.13E-31
3772,0.817097,4.48E-08,3.27E-56,3.69E-204,6.67E-77,0.055989,2.11E-05,4.10E-13,0.00201938,5.14E-31
3773,0.817016,4.16E-08,3.03E-56,1.84E-204,6.30E-77,0.0560538,2.12E-05,4.13E-13,0.00203059,5.14E-31
3774,0.816823,3.86E-08,2.81E-56,9.21E-205,5.95E-77,0.0560667,2.12E-05,4.14E-13,0.00203825,5.14E-31
3775,0.81688,3.59E-08,2.61E-56,4.61E-205,5.62E-77,0.0561329,2.13E-05,4.17E-13,0.00204932,5.15E-31
3776,0.816825,3.33E-08,2.42E-56,2.30E-205,5.31E-77,0.0561988,2.14E-05,4.19E-13,0.00206075,5.15E-31
3777,0.816747,3.10E-08,2.25E-56,1.15E-205,5.01E-77,0.056265,2.15E-05,4.22E-13,0.00207236,5.15E-31
3778,0.816664,2.88E-08,2.08E-56,5.76E-206,4.73E-77,0.0563316,2.16E-05,4.25E-13,0.00208409,5.16E-31
3779,0.816491,2.67E-08,1.93E-56,2.88E-206,4.47E-77,0.0563417,2.16E-05,4.26E-13,0.00209297,5.16E-31
3780,0.81653,2.48E-08,1.79E-56,1.44E-206,4.22E-77,0.0564089,2.17E-05,4.29E-13,0.00210475,5.16E-31
3781,0.816466,2.31E-08,1.67E-56,7.20E-207,3.99E-77,0.0564766,2.18E-05,4.32E-13,0.00211676,5.17E-31
3782,0.816383,2.15E-08,1.55E-56,3.60E-207,3.77E-77,0.0565446,2.19E-05,4.34E-13,0.00212892,5.17E-31
3783,0.816297,1.99E-08,1.43E-56,1.80E-207,3.56E-77,0.0566131,2.20E-05,4.37E-13,0.00214122,5.18E-31
