generation,stra.1,stra.15,stra.71,stra.138,stra.195,stra.197,stra.229,stra.233,stra.237,stra.257
0,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105,0.00389105
1,0.00778185,0.0044093,0.00572164,0.00526475,0.00619239,0.00574094,0.00407227,0.00389454,0.00229758,0.00391375
2,0.0132197,0.00449044,0.00721717,0.00606491,0.00849275,0.00770951,0.0038636,0.00386311,0.00139735,0.0037082
3,0.020256,0.00437967,0.00843864,0.00611787,0.0105623,0.00971047,0.00352167,0.00381782,0.000901819,0.00339995
4,0.0284995,0.00418935,0.00937855,0.00547984,0.0121848,0.0116312,0.00318554,0.00377457,0.000629878,0.0030761
5,0.0371966,0.00398997,0.0100581,0.00443643,0.0132475,0.0133659,0.00291557,0.00374787,0.000479943,0.00278888
6,0.0457011,0.00381497,0.0105434,0.00329684,0.013788,0.0148871,0.00271983,0.00374567,0.000394659,0.0025532
7,0.0534716,0.00367631,0.0108971,0.00227554,0.0139023,0.0161899,0.00259042,0.00376924,0.000345837,0.00236812
8,0.0601818,0.00357409,0.0111714,0.00147328,0.0137098,0.0172857,0.00251493,0.00381453,0.000318706,0.00222591
9,0.0657328,0.00350292,0.0114035,0.000903226,0.0133226,0.018195,0.00248119,0.00387479,0.000305088,0.00211722
10,0.0701555,0.00345616,0.0116148,0.000533054,0.0128336,0.0189352,0.00247901,0.0039424,0.000300272,0.00203433
11,0.073652,0.00342652,0.0118192,0.000305791,0.0123036,0.0195376,0.00249985,0.00401186,0.000301213,0.00196978
12,0.0764383,0.00340828,0.0120236,0.000171515,0.0117663,0.0200314,0.00253791,0.00407999,0.000306117,0.00191814
13,0.078655,0.00339411,0.0122192,9.45E-05,0.0112333,0.0204258,0.00258855,0.00414382,0.000313849,0.00187664
14,0.0805351,0.00338779,0.0124291,5.14E-05,0.0107274,0.0207691,0.00265205,0.00420702,0.000324093,0.00184147
15,0.0821091,0.00338401,0.0126405,2.76E-05,0.010241,0.0210556,0.00272457,0.00426597,0.000336217,0.00181111
16,0.0834541,0.00338143,0.0128523,1.47E-05,0.00977516,0.0212957,0.00280522,0.00432119,0.000350029,0.00178447
17,0.0846255,0.00337912,0.013063,7.77E-06,0.00932966,0.0214972,0.00289338,0.00437322,0.000365421,0.00176073
18,0.0856639,0.00337642,0.0132712,4.08E-06,0.00890356,0.0216661,0.00298866,0.0044225,0.00038234,0.00173929
19,0.0865992,0.00337288,0.0134758,2.13E-06,0.0084958,0.0218071,0.00309077,0.00446946,0.000400769,0.00171968
20,0.0874539,0.00336815,0.0136758,1.11E-06,0.00810533,0.0219236,0.00319953,0.00451441,0.000420713,0.00170155
21,0.0882452,0.00336203,0.0138703,5.77E-07,0.00773123,0.0220188,0.00331484,0.00455763,0.000442196,0.0016846
22,0.0889865,0.00335437,0.0140587,2.98E-07,0.00737266,0.0220949,0.00343665,0.0045993,0.000465251,0.00166861
23,0.0897118,0.00334226,0.0142385,1.54E-07,0.0070294,0.022148,0.00356244,0.00463223,0.000489015,0.00165256
24,0.0903547,0.00332952,0.0144126,7.93E-08,0.00669522,0.0221722,0.00369408,0.00466597,0.000514722,0.00163778
25,0.0910301,0.00331756,0.0145865,4.08E-08,0.00638017,0.0222028,0.00383531,0.00470339,0.000542646,0.00162361
26,0.0916722,0.00330347,0.0147495,2.09E-08,0.00607767,0.0222201,0.00398288,0.00473973,0.000572345,0.00160985
27,0.0922924,0.00328749,0.0149033,1.07E-08,0.00578754,0.0222254,0.00413697,0.00477497,0.000603885,0.00159643
28,0.0928978,0.00326976,0.0150485,5.50E-09,0.00550949,0.0222197,0.0042977,0.00480909,0.000637337,0.00158324
29,0.0934932,0.0032504,0.0151858,2.82E-09,0.00524318,0.0222039,0.00446519,0.0048421,0.000672774,0.00157024
30,0.0939853,0.00322724,0.0153046,1.44E-09,0.00498347,0.0231549,0.00463669,0.00486961,0.000709838,0.00155734
31,0.0945672,0.00320587,0.0154312,7.35E-10,0.00473997,0.023119,0.00481976,0.00490079,0.000749737,0.00154451
32,0.0951473,0.00318308,0.0155507,3.76E-10,0.00450706,0.0230746,0.00501003,0.00493078,0.00079188,0.00153171
33,0.0957271,0.00315896,0.0156631,1.92E-10,0.00428441,0.0230223,0.0052076,0.00495953,0.000836347,0.00151892
34,0.096308,0.00313359,0.0157688,9.78E-11,0.00407165,0.0229626,0.00541259,0.00498702,0.000883224,0.0015061
35,0.0968912,0.00310704,0.0158678,4.99E-11,0.00386846,0.0228961,0.00562511,0.00501321,0.000932595,0.00149324
36,0.0974776,0.00307938,0.0159605,2.54E-11,0.00367449,0.0228232,0.00584526,0.00503808,0.000984545,0.0014803
37,0.0980681,0.00305068,0.016047,1.29E-11,0.00348941,0.0227443,0.00607314,0.00506158,0.00103916,0.00146728
38,0.0986841,0.00301692,0.0161095,6.60E-12,0.00331201,0.022653,0.00630313,0.00507725,0.00109427,0.00145353
39,0.0993046,0.00298612,0.0161832,3.36E-12,0.00314412,0.0225661,0.00654653,0.00509766,0.00115413,0.0014402
40,0.0999147,0.00295466,0.0162516,1.71E-12,0.00298383,0.0224723,0.00679782,0.0051168,0.00121704,0.00142683
41,0.100529,0.00292248,0.0163149,8.70E-13,0.00283113,0.0223739,0.00705719,0.0051345,0.00128298,0.00141335
42,0.101149,0.00288963,0.0163733,4.43E-13,0.00268577,0.0222714,0.00732471,0.0051507,0.001352,0.00139974
43,0.101776,0.00285377,0.0164177,2.25E-13,0.00254662,0.0221537,0.00759896,0.00516199,0.00142319,0.00138653
44,0.102431,0.00281986,0.016468,1.14E-13,0.00241542,0.0220464,0.00788408,0.00517545,0.00149861,0.00137274
45,0.103078,0.00278541,0.0165132,5.81E-14,0.00229042,0.0219345,0.00817661,0.00518707,0.00157726,0.00135872
46,0.103731,0.00275055,0.0165544,2.95E-14,0.00217157,0.0218196,0.00847734,0.00519705,0.00165927,0.00134455
47,0.104369,0.00271326,0.0165741,1.50E-14,0.00205595,0.0216743,0.00877208,0.00519881,0.0017417,0.00133006
48,0.105082,0.00267804,0.0166068,7.61E-15,0.00194853,0.0215518,0.00908589,0.00520482,0.00182974,0.00131553
49,0.105785,0.00264237,0.0166365,3.86E-15,0.0018467,0.0214289,0.00940934,0.00520958,0.0019216,0.00130091
50,0.106486,0.00260642,0.0166635,1.96E-15,0.00175015,0.0213052,0.0097419,0.00521291,0.00201721,0.00128619
51,0.107191,0.0025703,0.016688,9.95E-16,0.00165859,0.0211806,0.0100833,0.00521471,0.00211654,0.00127135
52,0.107903,0.00253408,0.0167104,5.05E-16,0.00157178,0.0210551,0.0104333,0.00521494,0.0022196,0.00125639
53,0.108623,0.00249782,0.0167309,2.56E-16,0.00148948,0.0209288,0.0107918,0.00521355,0.0023264,0.00124131
54,0.109352,0.00246159,0.0167498,1.30E-16,0.00141148,0.0208018,0.0111586,0.00521055,0.00243695,0.00122612
55,0.110092,0.00242542,0.0167675,6.58E-17,0.00133756,0.0206743,0.0115338,0.00520591,0.00255126,0.00121083
56,0.110841,0.00238936,0.0167841,3.33E-17,0.00126753,0.0205464,0.0119172,0.00519964,0.00266933,0.00119543
57,0.111601,0.00235345,0.0168,1.69E-17,0.00120121,0.0204185,0.0123087,0.00519175,0.00279115,0.00117994
58,0.112371,0.00231773,0.0168153,8.56E-18,0.0011384,0.0202905,0.0127083,0.00518223,0.00291672,0.00116436
59,0.113153,0.00228222,0.0168304,4.33E-18,0.00107894,0.0201627,0.0131157,0.0051711,0.003046,0.00114869
60,0.113945,0.00224697,0.0168456,2.19E-18,0.00102265,0.0200352,0.0135308,0.00515836,0.00317896,0.00113296
61,0.114748,0.002212,0.016861,1.11E-18,0.00096938,0.0199082,0.0139535,0.00514403,0.00331555,0.00111715
62,0.115563,0.00217734,0.016877,5.62E-19,0.00091897,0.0197818,0.0143836,0.00512812,0.00345573,0.00110129
63,0.116388,0.00214301,0.0168937,2.84E-19,0.000871275,0.0196561,0.014821,0.00511065,0.0035994,0.00108538
64,0.117225,0.00210903,0.0169114,1.44E-19,0.000826155,0.0195313,0.0152653,0.00509162,0.00374651,0.00106943
65,0.118074,0.00207544,0.0169303,7.27E-20,0.000783475,0.0194075,0.0157164,0.00507107,0.00389693,0.00105345
66,0.118934,0.00204224,0.0169507,3.68E-20,0.000743107,0.0192848,0.0161741,0.00504901,0.00405058,0.00103744
67,0.119805,0.00200945,0.0169728,1.86E-20,0.000704929,0.0191633,0.0166381,0.00502547,0.00420732,0.00102141
68,0.120688,0.00197708,0.0169968,9.39E-21,0.000668824,0.0190431,0.0171081,0.00500046,0.00436702,0.00100538
69,0.121582,0.00194516,0.0170228,4.75E-21,0.000634681,0.0189243,0.0175838,0.00497402,0.00452953,0.00098935
70,0.122488,0.00191369,0.0170512,2.40E-21,0.000602395,0.0188069,0.0180649,0.00494616,0.00469468,0.000973327
71,0.123405,0.00188268,0.017082,1.21E-21,0.000571865,0.0186911,0.0185511,0.00491692,0.00486229,0.000957322
72,0.124334,0.00185214,0.0171155,6.11E-22,0.000542996,0.0185769,0.019042,0.00488633,0.00503218,0.000941343
73,0.125275,0.00182208,0.0171518,3.08E-22,0.000515696,0.0184644,0.0195373,0.00485442,0.00520414,0.000925397
74,0.126227,0.0017925,0.0171912,1.56E-22,0.00048988,0.0183536,0.0200365,0.00482121,0.00537794,0.000909494
75,0.127191,0.0017634,0.0172337,7.84E-23,0.000465466,0.0182447,0.0205394,0.00478674,0.00555337,0.000893642
76,0.128167,0.00173478,0.0172795,3.96E-23,0.000442376,0.0181376,0.0210454,0.00475105,0.00573016,0.000877847
77,0.129154,0.00170665,0.0173287,1.99E-23,0.000420536,0.0180324,0.0215541,0.00471418,0.00590808,0.000862119
78,0.130152,0.00167901,0.0173816,1.00E-23,0.000399877,0.0179291,0.0220651,0.00467615,0.00608684,0.000846464
79,0.131162,0.00165185,0.0174382,5.06E-24,0.000380333,0.0178278,0.022578,0.00463701,0.00626617,0.000830889
80,0.132184,0.00162517,0.0174985,2.55E-24,0.000361841,0.0177285,0.0230922,0.00459679,0.00644579,0.000815404
81,0.133217,0.00159896,0.0175628,1.28E-24,0.000344342,0.0176313,0.0236073,0.00455553,0.00662539,0.000800013
82,0.134261,0.00157323,0.0176311,6.46E-25,0.000327781,0.0175361,0.0241228,0.00451329,0.00680468,0.000784725
83,0.135285,0.00154669,0.0176888,3.25E-25,0.000311939,0.0174323,0.024609,0.0044669,0.00697619,0.000769722
84,0.136379,0.00152191,0.0177651,1.64E-25,0.000297138,0.0173432,0.0251221,0.00442322,0.0071538,0.000754715
85,0.137463,0.0014975,0.0178448,8.24E-26,0.000283093,0.0172548,0.0256349,0.00437844,0.00733023,0.0007398
86,0.138553,0.00147351,0.0179285,4.14E-26,0.000269783,0.0171682,0.0261464,0.00433278,0.0075051,0.000725005
87,0.139652,0.00144996,0.0180164,2.08E-26,0.000257172,0.0170836,0.0266557,0.00428634,0.00767808,0.000710343
88,0.140762,0.00142682,0.0181085,1.04E-26,0.000245221,0.0170011,0.0271623,0.00423916,0.00784884,0.00069582
89,0.141882,0.00140409,0.0182048,5.25E-27,0.000233894,0.0169207,0.0276656,0.0041913,0.00801706,0.000681444
90,0.143013,0.00138176,0.0183054,2.63E-27,0.000223154,0.0168424,0.0281652,0.0041428,0.0081824,0.000667218
91,0.144062,0.00135856,0.0183878,1.32E-27,0.00021266,0.0167377,0.0286094,0.00408705,0.00832883,0.000652773
92,0.14526,0.00133703,0.0184919,6.62E-28,0.000202926,0.0166532,0.0290782,0.00403526,0.00848037,0.000638554
93,0.146463,0.00131579,0.0185993,3.32E-28,0.000193697,0.0165719,0.0295427,0.0039833,0.00862855,0.000624556
94,0.147697,0.0012931,0.0186877,1.67E-28,0.000184849,0.0164777,0.0299449,0.00392574,0.00875343,0.000610385
95,0.148948,0.00127227,0.0187984,8.36E-29,0.000176556,0.0164027,0.0303921,0.00387334,0.00889133,0.000596771
96,0.150176,0.00125177,0.0189122,4.19E-29,0.000168668,0.0163306,0.030838,0.0038211,0.00902683,0.000583445
97,0.151404,0.00123052,0.0190173,2.10E-29,0.000161132,0.0162521,0.0312439,0.00376518,0.0091455,0.000570467
98,0.15266,0.00121058,0.0191367,1.05E-29,0.000154033,0.0161866,0.0316764,0.00371303,0.00927154,0.000557625
99,0.153901,0.00119088,0.0192576,5.25E-30,0.000147275,0.0161228,0.0321021,0.00366087,0.00939318,0.00054499
100,0.155144,0.00117144,0.0193808,2.63E-30,0.000140849,0.0160613,0.0325201,0.00360873,0.00950977,0.000532573
101,0.156391,0.00115224,0.0195062,1.32E-30,0.000134739,0.0160023,0.0329299,0.00355665,0.00962106,0.000520374
102,0.157644,0.0011333,0.0196338,6.59E-31,0.000128929,0.0159456,0.0333311,0.00350465,0.00972685,0.000508395
103,0.158903,0.00111458,0.0197632,3.30E-31,0.0001234,0.0158913,0.0337232,0.00345277,0.00982698,0.000496634
104,0.160167,0.0010961,0.0198943,1.65E-31,0.000118138,0.0158391,0.0341059,0.00340104,0.00992129,0.000485092
105,0.161435,0.00107784,0.0200267,8.26E-32,0.000113129,0.0157892,0.0344787,0.0033495,0.0100097,0.000473772
106,0.162709,0.00105979,0.0201603,4.13E-32,0.000108358,0.0157414,0.0348413,0.00329818,0.010092,0.000462671
107,0.163986,0.00104195,0.0202948,2.07E-32,0.000103813,0.0156956,0.0351934,0.00324711,0.0101682,0.00045179
108,0.165268,0.0010243,0.0204298,1.04E-32,9.95E-05,0.0156518,0.0355349,0.00319633,0.0102382,0.000441126
109,0.166555,0.00100684,0.0205651,5.19E-33,9.53E-05,0.01561,0.0358654,0.00314585,0.0103019,0.00043068
110,0.167845,0.000989559,0.0207004,2.60E-33,9.14E-05,0.0155701,0.0361848,0.00309571,0.0103595,0.00042045
111,0.169139,0.00097245,0.0208353,1.30E-33,8.76E-05,0.015532,0.0364929,0.00304593,0.0104107,0.000410434
112,0.170437,0.000955504,0.0209695,6.52E-34,8.41E-05,0.0154958,0.0367895,0.00299655,0.0104558,0.000400632
113,0.171758,0.000937531,0.0210771,3.27E-34,8.06E-05,0.0154547,0.0370175,0.00294487,0.010477,0.000391083
114,0.17309,0.000920817,0.0212061,1.64E-34,7.73E-05,0.0154233,0.0372879,0.00289651,0.010509,0.000381723
115,0.1744,0.000904272,0.0213336,8.21E-35,7.42E-05,0.0153925,0.0375492,0.00284861,0.0105359,0.000372567
116,0.175709,0.000887874,0.021459,4.12E-35,7.12E-05,0.0153632,0.0377993,0.00280119,0.010557,0.000363618
117,0.177019,0.000871615,0.021582,2.06E-35,6.83E-05,0.0153355,0.0380379,0.00275428,0.0105722,0.000354873
118,0.178342,0.000854589,0.0216833,1.03E-35,6.55E-05,0.0152952,0.0381999,0.00270387,0.0105606,0.000346202
119,0.179694,0.000838534,0.0217984,5.17E-36,6.29E-05,0.0152709,0.0384092,0.0026579,0.0105625,0.000337847
120,0.181016,0.000822605,0.0219089,2.59E-36,6.04E-05,0.0152479,0.0386114,0.00261273,0.0105607,0.000329714
121,0.182334,0.000806803,0.0220152,1.30E-36,5.80E-05,0.0152264,0.0388031,0.00256819,0.0105541,0.000321781
122,0.183651,0.000791128,0.0221173,6.49E-37,5.57E-05,0.0152064,0.0389839,0.00252425,0.0105425,0.000314043
123,0.184968,0.00077558,0.0222148,3.25E-37,5.35E-05,0.0151878,0.0391537,0.00248093,0.0105259,0.000306495
124,0.186285,0.000760158,0.0223073,1.63E-37,5.14E-05,0.0151707,0.0393127,0.00243824,0.0105047,0.000299135
125,0.187602,0.000744862,0.0223945,8.14E-38,4.94E-05,0.015155,0.0394611,0.00239618,0.0104789,0.00029196
126,0.188919,0.000729691,0.0224762,4.07E-38,4.74E-05,0.0151408,0.0395989,0.00235477,0.0104487,0.000284968
127,0.190057,0.000713808,0.0235303,2.04E-38,4.55E-05,0.0151113,0.0396689,0.00231088,0.0103961,0.000278058
128,0.191384,0.000698769,0.0235995,1.02E-38,4.37E-05,0.0150983,0.0397682,0.00227005,0.0103501,0.00027133
129,0.192709,0.000683849,0.0236612,5.11E-39,4.19E-05,0.0150867,0.0398576,0.00222992,0.0103004,0.00026478
130,0.194033,0.000669049,0.0237151,2.56E-39,4.03E-05,0.0150762,0.0399372,0.00219049,0.0102472,0.000258407
131,0.195344,0.000653813,0.0237467,1.28E-39,3.87E-05,0.0150589,0.0399984,0.00215034,0.0101835,0.000252299
132,0.196691,0.000639282,0.0237851,6.39E-40,3.71E-05,0.0150521,0.0400646,0.00211249,0.0101246,0.000246281
133,0.198012,0.000624869,0.0238136,3.20E-40,3.57E-05,0.0150457,0.040118,0.00207527,0.0100626,0.000240417
134,0.199326,0.00061059,0.0238333,1.60E-40,3.43E-05,0.0150404,0.0401624,0.00203875,0.00999802,0.000234712
135,0.200635,0.000596452,0.023844,7.98E-41,3.29E-05,0.0150363,0.0401988,0.00200294,0.00993106,0.000229167
136,0.201941,0.000582459,0.0238457,3.98E-41,3.16E-05,0.0150335,0.0402276,0.00196785,0.00986197,0.000223777
137,0.203243,0.000568615,0.0238384,1.99E-41,3.04E-05,0.0150318,0.0402491,0.00193347,0.00979095,0.000218538
138,0.20454,0.000554927,0.0238218,9.92E-42,2.92E-05,0.0150314,0.0402637,0.0018998,0.00971821,0.000213449
139,0.205832,0.000541397,0.023796,4.95E-42,2.80E-05,0.0150322,0.0402717,0.00186684,0.00964394,0.000208504
140,0.207119,0.000528031,0.023761,2.47E-42,2.69E-05,0.0150342,0.0402735,0.00183457,0.00956832,0.0002037
141,0.208181,0.000514455,0.0237012,1.23E-42,2.58E-05,0.0150215,0.0402693,0.00180205,0.00949189,0.000199144
142,0.209353,0.000500971,0.0236345,6.11E-43,2.48E-05,0.0150134,0.0402824,0.00177028,0.0094147,0.000194689
143,0.210684,0.000487997,0.0235785,3.04E-43,2.38E-05,0.0150047,0.0402666,0.00173823,0.00933118,0.000190332
144,0.211856,0.000474746,0.0234876,1.51E-43,2.29E-05,0.0150041,0.0402467,0.00170605,0.00924037,0.00018599
145,0.213173,0.000462215,0.0234101,7.52E-44,2.20E-05,0.0150176,0.0402602,0.00167676,0.00916114,0.000181811
146,0.21446,0.000449927,0.0233248,3.74E-44,2.11E-05,0.0150306,0.0402673,0.0016484,0.00908316,0.000177778
147,0.215726,0.000437875,0.023232,1.85E-44,2.03E-05,0.0150437,0.0402691,0.00162087,0.00900601,0.000173877
148,0.216977,0.00042605,0.0231318,9.21E-45,1.95E-05,0.0150571,0.0402661,0.00159409,0.00892948,0.0001701
149,0.218214,0.000414448,0.0230243,4.57E-45,1.87E-05,0.015071,0.0402588,0.00156802,0.00885341,0.00016644
150,0.21944,0.000403065,0.0229095,2.26E-45,1.80E-05,0.0150857,0.0402475,0.00154261,0.00877772,0.000162891
151,0.220655,0.000391898,0.0227875,1.12E-45,1.73E-05,0.0151011,0.0402326,0.00151783,0.00870236,0.000159447
152,0.221859,0.000380947,0.0226584,5.55E-46,1.66E-05,0.0151175,0.0402144,0.00149367,0.00862733,0.000156106
153,0.223053,0.000370214,0.0225224,2.75E-46,1.60E-05,0.0151348,0.0401932,0.00147008,0.00855266,0.000152862
154,0.224238,0.000359698,0.0223798,1.36E-46,1.53E-05,0.0151531,0.0401692,0.00144707,0.00847838,0.000149713
155,0.225412,0.000349397,0.0222306,6.74E-47,1.47E-05,0.0151724,0.0401427,0.00142461,0.00840451,0.000146656
156,0.226576,0.000339312,0.0220751,3.34E-47,1.42E-05,0.0151927,0.0401138,0.00140268,0.00833109,0.000143686
157,0.227731,0.000329441,0.0219135,1.65E-47,1.36E-05,0.0152141,0.0400829,0.00138127,0.00825818,0.000140801
158,0.228876,0.000319784,0.021746,8.16E-48,1.31E-05,0.0152365,0.0400501,0.00136036,0.00818581,0.000137999
159,0.230011,0.00031034,0.0215729,4.04E-48,1.26E-05,0.01526,0.0400157,0.00133995,0.00811404,0.000135276
160,0.231136,0.000301108,0.0213944,2.00E-48,1.21E-05,0.0152846,0.0399798,0.00132001,0.0080429,0.000132631
161,0.232251,0.000292087,0.0212108,9.87E-49,1.16E-05,0.0153102,0.0399426,0.00130055,0.00797244,0.000130059
162,0.233357,0.000283275,0.0210223,4.88E-49,1.12E-05,0.0153368,0.0399043,0.00128154,0.0079027,0.00012756
163,0.234452,0.000274672,0.0208293,2.41E-49,1.07E-05,0.0153645,0.0398651,0.00126298,0.00783371,0.000125131
164,0.235538,0.000266276,0.0206319,1.19E-49,1.03E-05,0.0153932,0.0398251,0.00124486,0.00776551,0.000122769
165,0.23639,0.000257905,0.0204125,5.88E-50,9.91E-06,0.0154084,0.039743,0.00122613,0.00769218,0.000120499
166,0.237467,0.000249994,0.0202097,2.90E-50,9.53E-06,0.0154399,0.0397004,0.00120905,0.00762733,0.00011829
167,0.238534,0.000242274,0.0200031,1.43E-50,9.16E-06,0.0154724,0.0396575,0.00119236,0.00756323,0.00011614
168,0.239589,0.000234746,0.019793,7.07E-51,8.81E-06,0.0155058,0.0396145,0.00117605,0.0074999,0.000114047
169,0.240634,0.000227406,0.0195797,3.49E-51,8.47E-06,0.0155402,0.0395715,0.0011601,0.00743738,0.00011201
170,0.241668,0.000220253,0.0193635,1.72E-51,8.15E-06,0.0155755,0.0395285,0.00114452,0.00737567,0.000110027
171,0.242691,0.000213285,0.0191445,8.50E-52,7.83E-06,0.0156117,0.0394858,0.00112929,0.00731481,0.000108096
172,0.243704,0.0002065,0.0189231,4.19E-52,7.53E-06,0.0156488,0.0394433,0.00111441,0.0072548,0.000106216
173,0.244706,0.000199896,0.0186996,2.07E-52,7.25E-06,0.0156869,0.0394011,0.00109986,0.00719567,0.000104385
174,0.245697,0.000193471,0.0184741,1.02E-52,6.97E-06,0.0157258,0.0393594,0.00108564,0.00713741,0.000102601
175,0.246677,0.000187221,0.0182469,5.02E-53,6.70E-06,0.0157656,0.0393181,0.00107173,0.00708004,0.000100863
176,0.247647,0.000181143,0.0180183,2.47E-53,6.45E-06,0.0158063,0.0392775,0.00105814,0.00702356,9.92E-05
177,0.248606,0.000175237,0.0177886,1.22E-53,6.20E-06,0.0158478,0.0392374,0.00104485,0.00696798,9.75E-05
178,0.249554,0.000169497,0.0175578,6.00E-54,5.96E-06,0.0158902,0.039198,0.00103186,0.0069133,9.59E-05
179,0.250492,0.000163921,0.0173263,2.96E-54,5.74E-06,0.0159335,0.0391594,0.00101915,0.00685951,9.43E-05
180,0.25142,0.000158507,0.0170942,1.46E-54,5.52E-06,0.0159776,0.0391215,0.00100672,0.00680661,9.28E-05
181,0.252337,0.000153251,0.0168618,7.16E-55,5.31E-06,0.0160225,0.0390844,0.00099457,0.0067546,9.13E-05
182,0.253244,0.00014815,0.0166292,3.53E-55,5.11E-06,0.0160682,0.0390481,0.00098268,0.00670347,8.99E-05
183,0.25414,0.000143201,0.0163966,1.74E-55,4.91E-06,0.0161148,0.0390127,0.000971048,0.00665322,8.85E-05
184,0.254949,0.000138231,0.0161516,8.54E-56,4.73E-06,0.016148,0.0389202,0.000958238,0.00659371,8.70E-05
185,0.255909,0.000133561,0.0159204,4.20E-56,4.55E-06,0.0161969,0.0388776,0.000946908,0.00654364,8.57E-05
186,0.256814,0.000129039,0.0156885,2.07E-56,4.38E-06,0.0162461,0.0388405,0.000935939,0.00649531,8.43E-05
187,0.257689,0.000124658,0.0154567,1.02E-56,4.21E-06,0.0162958,0.0388066,0.000925259,0.00644825,8.30E-05
188,0.258545,0.000120415,0.0152255,4.99E-57,4.05E-06,0.0163462,0.0387746,0.000914829,0.00640222,8.18E-05
189,0.259386,0.000116304,0.0149952,2.45E-57,3.90E-06,0.0163973,0.0387442,0.00090463,0.00635709,8.06E-05
190,0.260032,0.000112215,0.0147479,1.20E-57,3.75E-06,0.0164219,0.0386477,0.000893227,0.00630119,7.93E-05
191,0.260917,0.000108262,0.0145046,5.92E-58,3.60E-06,0.0164487,0.0385436,0.000881963,0.00624461,7.81E-05
192,0.261829,0.000104528,0.0142743,2.91E-58,3.46E-06,0.0164938,0.0384927,0.000872037,0.00619785,7.69E-05
193,0.262685,0.00010091,0.0140449,1.43E-58,3.33E-06,0.0165405,0.0384476,0.000862403,0.00615282,7.58E-05
194,0.263518,9.74E-05,0.013817,7.00E-59,3.21E-06,0.0165888,0.0384062,0.00085302,0.00610914,7.47E-05
195,0.264334,9.40E-05,0.0135908,3.44E-59,3.08E-06,0.0166386,0.0383681,0.000843869,0.00606664,7.36E-05
196,0.265135,9.07E-05,0.0133665,1.69E-59,2.97E-06,0.0166897,0.0383327,0.000834938,0.00602525,7.26E-05
197,0.265923,8.76E-05,0.0131442,8.28E-60,2.86E-06,0.0167421,0.0382999,0.000826215,0.00598489,7.15E-05
198,0.266699,8.45E-05,0.0129239,4.06E-60,2.75E-06,0.0167956,0.0382694,0.000817688,0.0059455,7.05E-05
199,0.267462,8.15E-05,0.0127058,1.99E-60,2.64E-06,0.0168502,0.0382411,0.000809351,0.00590702,6.96E-05
200,0.268215,7.86E-05,0.01249,9.77E-61,2.54E-06,0.0169058,0.0382146,0.000801193,0.0058694,6.86E-05
201,0.268956,7.59E-05,0.0122764,4.79E-61,2.45E-06,0.0169623,0.03819,0.000793207,0.0058326,6.77E-05
202,0.269687,7.32E-05,0.0120652,2.35E-61,2.36E-06,0.0170198,0.038167,0.000785386,0.00579657,6.68E-05
203,0.270408,7.06E-05,0.0118565,1.15E-61,2.27E-06,0.0170781,0.0381455,0.000777724,0.00576128,6.59E-05
204,0.271119,6.81E-05,0.0116502,5.64E-62,2.18E-06,0.0171372,0.0381254,0.000770214,0.00572671,6.50E-05
205,0.271821,6.57E-05,0.0114464,2.76E-62,2.10E-06,0.0171971,0.0381066,0.000762851,0.0056928,6.41E-05
206,0.272514,6.33E-05,0.0112452,1.35E-62,2.02E-06,0.0172578,0.0380891,0.00075563,0.00565955,6.33E-05
207,0.273199,6.11E-05,0.0110466,6.63E-63,1.95E-06,0.0173191,0.0380727,0.000748546,0.00562691,6.25E-05
208,0.273875,5.89E-05,0.0108506,3.25E-63,1.87E-06,0.0173812,0.0380574,0.000741593,0.00559487,6.17E-05
209,0.274543,5.68E-05,0.0106573,1.59E-63,1.80E-06,0.0174439,0.0380432,0.000734768,0.0055634,6.09E-05
210,0.275203,5.48E-05,0.0104666,7.79E-64,1.74E-06,0.0175073,0.0380299,0.000728067,0.00553249,6.01E-05
211,0.275855,5.28E-05,0.0102786,3.81E-64,1.67E-06,0.0175713,0.0380175,0.000721486,0.00550211,5.93E-05
212,0.276499,5.09E-05,0.0100933,1.87E-64,1.61E-06,0.0176359,0.0380059,0.00071502,0.00547224,5.86E-05
213,0.277137,4.91E-05,0.00991062,9.14E-65,1.55E-06,0.0177012,0.0379952,0.000708667,0.00544286,5.78E-05
214,0.277767,4.73E-05,0.00973067,4.47E-65,1.49E-06,0.017767,0.0379853,0.000702422,0.00541396,5.71E-05
215,0.27839,4.56E-05,0.00955342,2.19E-65,1.44E-06,0.0178333,0.037976,0.000696284,0.00538552,5.64E-05
216,0.279006,4.40E-05,0.00937887,1.07E-65,1.38E-06,0.0179003,0.0379675,0.000690248,0.00535753,5.57E-05
217,0.279615,4.24E-05,0.009207,5.24E-66,1.33E-06,0.0179678,0.0379596,0.000684313,0.00532996,5.51E-05
218,0.280218,4.09E-05,0.00903782,2.56E-66,1.28E-06,0.0180358,0.0379523,0.000678474,0.00530281,5.44E-05
219,0.280814,3.94E-05,0.00887131,1.25E-66,1.23E-06,0.0181043,0.0379456,0.000672729,0.00527606,5.37E-05
220,0.281204,3.80E-05,0.00869677,6.12E-67,1.19E-06,0.0181436,0.0378739,0.000666022,0.0052401,5.31E-05
221,0.281857,3.66E-05,0.00853366,2.99E-67,1.14E-06,0.018203,0.0378445,0.000660144,0.00521045,5.24E-05
