generation,stra.1,stra.2,stra.3,stra.4,stra.5,stra.6,stra.7,stra.8,stra.9,stra.10,stra.11,stra.12,stra.13,stra.14,stra.15,stra.16,stra.17
16,0.336801541,1.18E-05,0.063511986,2.12E-06,6.91E-04,0,2.16E-08,0,0.309966472,4.26E-05,0.067423733,2.04E-05,2.34E-05,3.04E-12,2.89E-08,0,0.221504917
17,0.323465372,5.68E-06,0.060990343,1.02E-06,4.42E-04,0,9.28E-09,0,0.297690996,2.40E-05,0.066673903,1.24E-05,1.40E-05,1.08E-12,1.72E-08,0,0.250680671
18,0.306642613,2.68E-06,0.05783007,4.83E-07,2.78E-04,0,3.95E-09,0,0.282207909,1.34E-05,0.065385741,7.59E-06,8.31E-06,4.08E-13,1.06E-08,0,0.287623203
19,0.284999931,1.24E-06,0.053776995,2.23E-07,1.71E-04,0,1.66E-09,0,0.262289637,7.34E-06,0.063268836,4.65E-06,4.92E-06,1.67E-13,6.80E-09,0,0.335475145
20,0.256536229,5.47E-07,0.048451538,9.87E-08,1.01E-04,0,6.82E-10,0,0.236094234,3.94E-06,0.059844338,2.85E-06,2.88E-06,7.53E-14,4.62E-09,0,0.398961846
21,0.218363917,2.26E-07,0.041305154,4.09E-08,5.65E-05,0,2.69E-10,0,0.200963992,2.03E-06,0.054320812,1.74E-06,1.65E-06,3.84E-14,3.37E-09,0,0.484983912
22,0.166994941,8.18E-08,0.031669262,1.49E-08,2.79E-05,0,9.74E-11,0,0.153688614,9.59E-07,0.04547321,1.04E-06,9.00E-07,2.28E-14,2.69E-09,0,0.602143066
23,0.101403419,2.23E-08,0.019323065,4.08E-09,1.06E-05,0,2.96E-11,0,0.093323781,3.79E-07,0.031968012,5.81E-07,4.38E-07,1.62E-14,2.38E-09,0,0.753969679
24,0.034450337,2.72E-09,0.006638057,5.11E-10,2.02E-06,0,5.90E-12,0,0.031678686,9.77E-08,0.014876362,2.78E-07,3.76E-04,1.39E-14,2.31E-09,0,0.911978382
25,0.002304641,0,4.77E-04,1.87E-12,3.53E-08,0,6.98E-13,0,0.002115919,1.32E-08,0.003162382,1.10E-07,1.00E-04,1.35E-14,2.34E-09,0,0.991839116
26,6.91E-06,0,3.62E-06,1.63E-14,0,0,9.13E-14,0,5.55E-06,1.69E-09,4.56E-04,4.18E-08,2.58E-05,1.35E-14,2.34E-09,0.001002688,0.998499657
27,2.44E-09,0,1.79E-08,1.72E-16,0,0,1.21E-14,0,0,2.17E-10,6.42E-05,1.59E-08,6.61E-06,1.34E-14,2.35E-09,0.001004445,0.998924701
28,8.51E-13,0,8.83E-11,1.82E-18,0,0,1.61E-15,0,0,2.80E-11,9.04E-06,6.08E-09,1.69E-06,1.34E-14,2.35E-09,0.001005542,0.998983716
29,5.90E-16,0,4.21E-13,1.89E-20,0,0,2.13E-16,0,0,3.60E-12,1.26E-06,2.31E-09,4.33E-07,1.33E-14,2.35E-09,0.002004535,0.997993762
30,4.10E-19,0,2.01E-15,1.97E-22,0,0,2.83E-17,0,0,4.63E-13,1.77E-07,8.80E-10,1.11E-07,1.33E-14,2.35E-09,0.00200651,0.997993198
31,2.85E-22,0,9.62E-18,2.05E-24,0,0,3.76E-18,0,0,5.97E-14,2.49E-08,3.35E-10,2.84E-08,1.32E-14,2.35E-09,0.002008484,0.99799146
32,1.98E-25,0,4.59E-20,2.13E-26,0,0,4.98E-19,0,0,7.68E-15,3.49E-09,1.28E-10,7.28E-09,1.32E-14,2.36E-09,0.002010459,0.997989528
33,1.38E-28,0,2.20E-22,2.22E-28,0,0,6.61E-20,0,0,9.89E-16,4.89E-10,4.86E-11,1.87E-09,1.32E-14,2.36E-09,0.002012435,0.99798756
34,9.64E-32,0,1.05E-24,2.31E-30,0,0,8.77E-21,0,0,1.27E-16,6.85E-11,1.85E-11,4.78E-10,1.31E-14,2.36E-09,0.002014414,0.997985583
35,6.73E-35,0,5.01E-27,2.41E-32,0,0,1.16E-21,0,0,1.64E-17,9.60E-12,7.05E-12,1.23E-10,1.31E-14,2.36E-09,0.002016395,0.997983603
36,4.70E-38,0,2.39E-29,2.50E-34,0,0,1.54E-22,0,0,2.11E-18,1.35E-12,2.68E-12,3.14E-11,1.30E-14,2.36E-09,0.002018377,0.99798162
37,3.29E-41,0,1.14E-31,2.61E-36,0,0,2.05E-23,0,0,2.72E-19,1.89E-13,1.02E-12,8.05E-12,1.30E-14,2.37E-09,0.002020362,0.997979636
38,2.30E-44,0,5.46E-34,2.71E-38,0,0,2.72E-24,0,0,3.50E-20,2.65E-14,3.89E-13,2.06E-12,1.29E-14,2.37E-09,0.002022348,0.997977649
39,1.61E-47,0,2.60E-36,2.55E-40,0,0,3.57E-25,0,0,4.47E-21,3.70E-15,1.48E-13,5.27E-13,1.29E-14,2.37E-09,0.002019845,0.997980153
40,1.13E-50,0,1.24E-38,2.65E-42,0,0,4.74E-26,0,0,5.76E-22,5.19E-16,5.62E-14,1.35E-13,1.28E-14,2.37E-09,0.002021831,0.997978167
41,7.90E-54,0,5.94E-41,2.76E-44,0,0,6.28E-27,0,0,7.41E-23,7.28E-17,2.14E-14,3.46E-14,1.28E-14,2.37E-09,0.002023819,0.997976179
42,5.54E-57,0,2.84E-43,2.87E-46,0,0,8.34E-28,0,0,9.55E-24,1.02E-17,8.16E-15,8.86E-15,1.28E-14,2.37E-09,0.002025809,0.997974189
43,3.89E-60,0,1.35E-45,2.99E-48,0,0,1.11E-28,0,0,1.23E-24,1.43E-18,3.11E-15,2.27E-15,1.27E-14,2.38E-09,0.0020278,0.997972197
44,2.73E-63,0,6.46E-48,3.11E-50,0,0,1.47E-29,0,0,1.58E-25,2.01E-19,1.18E-15,5.82E-16,1.27E-14,2.38E-09,0.002029794,0.997970203
45,1.92E-66,0,3.09E-50,3.24E-52,0,0,1.95E-30,0,0,2.04E-26,2.81E-20,4.50E-16,1.49E-16,1.26E-14,2.38E-09,0.00203179,0.997968208
46,1.35E-69,0,1.47E-52,3.37E-54,0,0,2.58E-31,0,0,2.62E-27,3.94E-21,1.71E-16,3.82E-17,1.26E-14,2.38E-09,0.002033788,0.99796621
47,9.54E-73,0,6.04E-55,2.94E-56,5.33E-08,0,3.39E-32,0,0,3.35E-28,5.50E-22,6.50E-17,9.73E-18,1.25E-14,2.38E-09,0.002029677,0.997970268
48,6.71E-76,0,2.88E-57,3.06E-58,3.85E-11,0,4.50E-33,0,0,4.31E-29,7.70E-23,2.47E-17,2.49E-18,1.25E-14,2.38E-09,0.002031672,0.997968325
49,4.72E-79,0,1.38E-59,3.18E-60,2.79E-14,0,5.98E-34,0,0,5.55E-30,1.08E-23,9.42E-18,6.39E-19,1.24E-14,2.38E-09,0.00203367,0.997966328
50,3.33E-82,0,6.57E-62,3.31E-62,2.02E-17,0,7.93E-35,0,0,7.14E-31,1.51E-24,3.59E-18,1.64E-19,1.24E-14,2.39E-09,0.002035669,0.997964328
51,2.35E-85,0,3.14E-64,3.45E-64,1.47E-20,0,1.05E-35,0,0,9.20E-32,2.12E-25,1.37E-18,4.20E-20,1.24E-14,2.39E-09,0.002037671,0.997962327
52,1.66E-88,0,1.50E-66,3.59E-66,1.07E-23,0,1.40E-36,0,0,1.18E-32,2.97E-26,5.20E-19,1.08E-20,1.23E-14,2.39E-09,0.002039674,0.997960323
53,1.17E-91,0,7.14E-69,3.73E-68,7.74E-27,0,1.85E-37,0,0,1.52E-33,4.17E-27,1.98E-19,2.76E-21,1.23E-14,2.39E-09,0.00204168,0.997958318
54,8.29E-95,0,3.41E-71,3.88E-70,5.63E-30,0,2.46E-38,0,0,1.96E-34,5.84E-28,7.54E-20,7.06E-22,1.22E-14,2.40E-09,0.002043687,0.99795631
55,5.87E-98,0,1.63E-73,4.04E-72,4.10E-33,0,3.26E-39,0,0,2.53E-35,8.19E-29,2.87E-20,1.81E-22,1.22E-14,2.40E-09,0.002045696,0.997954301
56,4.16E-101,0,7.76E-76,4.20E-74,2.99E-36,0,4.33E-40,0,0,3.25E-36,1.15E-29,1.09E-20,4.64E-23,1.22E-14,2.40E-09,0.002047708,0.99795229
57,2.95E-104,0,3.70E-78,4.37E-76,2.18E-39,0,5.74E-41,0,0,4.19E-37,1.61E-30,4.17E-21,1.19E-23,1.21E-14,2.40E-09,0.002049721,0.997950276
58,2.10E-107,0,1.77E-80,4.55E-78,1.59E-42,0,7.62E-42,0,0,5.39E-38,2.26E-31,1.59E-21,3.04E-24,1.21E-14,2.41E-09,0.002051736,0.997948261
59,1.49E-110,0,8.43E-83,4.73E-80,1.16E-45,0,1.01E-42,0,0,6.94E-39,3.16E-32,6.04E-22,7.80E-25,1.20E-14,2.41E-09,0.002053754,0.997946244
60,1.06E-113,0,4.02E-85,4.92E-82,8.52E-49,0,1.34E-43,0,0,8.94E-40,4.43E-33,2.30E-22,2.00E-25,1.20E-14,2.41E-09,0.002055773,0.997944225
61,1.12E-116,0,1.85E-87,5.03E-84,9.18E-52,0,1.77E-44,0,0,1.15E-40,6.17E-34,8.73E-23,5.11E-26,1.19E-14,2.41E-09,0.003053671,0.996946326
62,1.19E-119,0,8.52E-90,5.16E-86,9.91E-55,0,2.35E-45,0,0,1.48E-41,8.62E-35,3.32E-23,1.31E-26,1.19E-14,2.41E-09,0.003056673,0.996943325
63,1.26E-122,0,3.92E-92,5.28E-88,1.07E-57,0,3.12E-46,0,0,1.90E-42,1.20E-35,1.26E-23,3.36E-27,1.19E-14,2.41E-09,0.003059677,0.996940321
64,1.34E-125,0,1.81E-94,5.41E-90,1.16E-60,0,4.14E-47,0,0,2.44E-43,1.68E-36,4.80E-24,8.60E-28,1.18E-14,2.41E-09,0.003062684,0.996937314
65,1.43E-128,0,8.32E-97,5.54E-92,1.26E-63,0,5.49E-48,0,0,3.14E-44,2.34E-37,1.83E-24,2.20E-28,1.18E-14,2.42E-09,0.003065694,0.996934303
66,1.52E-131,0,3.83E-99,5.67E-94,1.36E-66,0,7.28E-49,0,0,4.05E-45,3.27E-38,6.95E-25,5.65E-29,1.18E-14,2.42E-09,0.003068707,0.99693129
67,1.62E-134,0,1.76E-101,5.81E-96,1.48E-69,0,9.65E-50,0,0,5.20E-46,4.56E-39,2.64E-25,1.45E-29,1.17E-14,2.42E-09,0.003071723,0.996928274
68,1.73E-137,0,8.12E-104,5.95E-98,1.61E-72,0,1.28E-50,0,0,6.70E-47,6.37E-40,1.01E-25,3.71E-30,1.17E-14,2.42E-09,0.003074742,0.996925255
69,1.84E-140,0,2.92E-106,9.37E-06,1.75E-75,0,1.69E-51,0,0,8.56E-48,8.83E-41,3.81E-26,9.47E-31,1.17E-14,2.42E-09,0.003072338,0.996918293
70,1.97E-143,0,1.34E-108,9.58E-08,1.90E-78,0,2.24E-52,0,0,1.10E-48,1.23E-41,1.45E-26,2.43E-31,1.16E-14,2.42E-09,0.003075364,0.996924538
71,2.10E-146,0,6.18E-111,9.81E-10,2.07E-81,0,2.96E-53,0,0,1.42E-49,1.72E-42,5.52E-27,6.22E-32,1.16E-14,2.43E-09,0.003078387,0.99692161
72,2.25E-149,0,2.84E-113,1.00E-11,2.25E-84,0,3.93E-54,0,0,1.82E-50,2.40E-43,2.10E-27,1.59E-32,1.16E-14,2.43E-09,0.003081412,0.996918585
73,2.40E-152,0,1.31E-115,1.03E-13,2.45E-87,0,5.21E-55,0,0,2.34E-51,3.35E-44,7.98E-28,4.08E-33,1.15E-14,2.43E-09,0.003084441,0.996915557
74,2.57E-155,0,6.02E-118,1.05E-15,2.68E-90,0,6.91E-56,0,0,3.02E-52,4.67E-45,3.04E-28,1.05E-33,1.15E-14,2.43E-09,0.003087472,0.996912525
75,2.76E-158,0,2.77E-120,1.08E-17,2.92E-93,0,9.17E-57,0,0,3.88E-53,6.52E-46,1.15E-28,2.68E-34,1.15E-14,2.44E-09,0.003090507,0.996909491
76,2.96E-161,0,1.27E-122,1.10E-19,3.20E-96,0,1.22E-57,0,0,4.99E-54,9.10E-47,4.39E-29,6.87E-35,1.14E-14,2.44E-09,0.003093544,0.996906453
77,3.18E-164,0,5.86E-125,1.13E-21,3.50E-99,0,1.61E-58,0,0,6.42E-55,1.27E-47,1.67E-29,1.76E-35,1.14E-14,2.44E-09,0.003096585,0.996903413
78,3.43E-167,0,2.04E-127,9.57E-24,3.83E-102,1.33E-04,2.11E-59,0,0,8.15E-56,1.75E-48,6.31E-30,4.48E-36,1.13E-14,2.43E-09,0.003089503,0.996777818
79,3.69E-170,0,9.08E-130,9.57E-26,4.19E-105,1.78E-05,2.79E-60,0,0,1.05E-56,2.44E-49,2.40E-30,1.15E-36,1.13E-14,2.44E-09,0.003092018,0.996890183
80,3.96E-173,0,4.16E-132,9.77E-28,4.58E-108,2.39E-06,3.70E-61,0,0,1.35E-57,3.40E-50,9.13E-31,2.94E-37,1.13E-14,2.44E-09,0.003094987,0.99690262
81,4.26E-176,0,1.91E-134,9.99E-30,5.01E-111,3.21E-07,4.91E-62,0,0,1.73E-58,4.75E-51,3.47E-31,7.53E-38,1.12E-14,2.44E-09,0.00309802,0.996901657
82,4.58E-179,0,8.79E-137,1.02E-31,5.49E-114,4.31E-08,6.51E-63,0,0,2.23E-59,6.63E-52,1.32E-31,1.93E-38,1.12E-14,2.44E-09,0.003101063,0.996898891
83,4.93E-182,0,4.04E-139,1.05E-33,6.03E-117,5.79E-09,8.63E-64,0,0,2.87E-60,9.25E-53,5.02E-32,4.95E-39,1.12E-14,2.45E-09,0.003104111,0.996895881
84,5.31E-185,0,1.86E-141,1.07E-35,6.62E-120,7.78E-10,1.14E-64,0,0,3.69E-61,1.29E-53,1.91E-32,1.27E-39,1.11E-14,2.45E-09,0.003107162,0.996892835
85,5.73E-188,0,8.54E-144,1.10E-37,7.27E-123,1.05E-10,1.52E-65,0,0,4.74E-62,1.80E-54,7.27E-33,3.25E-40,1.11E-14,2.45E-09,0.003110215,0.996889782
86,6.20E-191,0,2.97E-146,9.28E-40,8.01E-126,1.39E-11,2.00E-66,2.30E-04,0,6.11E-63,2.48E-55,2.75E-33,8.29E-41,1.11E-14,2.45E-09,0.003106409,0.996663105
87,6.70E-194,0,1.29E-148,9.13E-42,8.81E-129,1.87E-12,2.64E-67,5.34E-05,0,7.86E-64,3.46E-56,1.05E-33,2.12E-41,1.10E-14,2.45E-09,0.003109312,0.9968373
88,7.24E-197,0,5.84E-151,9.25E-44,9.69E-132,2.51E-13,3.50E-68,1.24E-05,0,1.01E-64,4.82E-57,3.98E-34,5.44E-42,1.10E-14,2.45E-09,0.003112334,0.996875288
89,7.82E-200,0,2.68E-153,9.45E-46,1.07E-134,3.37E-14,4.65E-69,2.87E-06,0,1.30E-65,6.72E-58,1.51E-34,1.39E-42,1.10E-14,2.45E-09,0.003115384,0.996881743
90,8.46E-203,0,1.23E-155,9.66E-48,1.18E-137,4.53E-15,6.16E-70,6.65E-07,0,1.67E-66,9.38E-59,5.75E-35,3.57E-43,1.09E-14,2.46E-09,0.003118444,0.996880888
91,9.16E-206,0,5.65E-158,9.89E-50,1.30E-140,6.09E-16,8.17E-71,1.54E-07,0,2.15E-67,1.31E-59,2.19E-35,9.15E-44,1.09E-14,2.46E-09,0.003121509,0.996878334
92,9.93E-209,0,2.60E-160,1.01E-51,1.43E-143,8.18E-17,1.08E-71,3.58E-08,0,2.77E-68,1.83E-60,8.32E-36,2.34E-44,1.09E-14,2.46E-09,0.003124577,0.996875385
93,1.08E-211,0,1.19E-162,1.03E-53,1.58E-146,1.10E-17,1.44E-72,8.30E-09,0,3.57E-69,2.55E-61,3.17E-36,6.01E-45,1.08E-14,2.46E-09,0.003127648,0.996872342
94,1.17E-214,0,5.48E-165,1.06E-55,1.75E-149,1.48E-18,1.91E-73,1.92E-09,0,4.59E-70,3.56E-62,1.20E-36,1.54E-45,1.08E-14,2.47E-09,0.003130721,0.996869274
95,1.27E-217,0,2.52E-167,1.08E-57,1.94E-152,1.98E-19,2.53E-74,4.46E-10,0,5.90E-71,4.96E-63,4.58E-37,3.94E-46,1.08E-14,2.47E-09,0.003133798,0.996866199
96,1.39E-220,0,1.16E-169,1.11E-59,2.15E-155,2.67E-20,3.35E-75,1.03E-10,0,7.59E-72,6.93E-64,1.74E-37,1.01E-46,1.08E-14,2.47E-09,0.003136878,0.996863119
97,1.51E-223,0,5.31E-172,1.13E-61,2.38E-158,3.58E-21,4.44E-76,2.40E-11,0,9.77E-73,9.66E-65,6.62E-38,2.59E-47,1.07E-14,2.47E-09,0.003139961,0.996860036
98,1.65E-226,0,2.44E-174,1.16E-63,2.65E-161,4.81E-22,5.89E-77,5.56E-12,0,1.26E-73,1.35E-65,2.52E-38,6.64E-48,1.07E-14,2.48E-09,0.003143047,0.99685695
99,1.80E-229,0,1.12E-176,1.19E-65,2.94E-164,6.46E-23,7.81E-78,1.29E-12,0,1.62E-74,1.88E-66,9.58E-39,1.70E-48,1.07E-14,2.48E-09,0.003146136,0.996853861
100,2.41E-232,0,5.00E-179,1.14E-67,3.02E-167,8.63E-24,1.03E-78,2.98E-13,0,2.07E-75,2.61E-67,3.63E-39,2.56E-04,1.06E-14,2.48E-09,0.003142121,0.996602325
101,2.79E-235,0,2.28E-181,1.15E-69,3.29E-170,1.16E-24,1.36E-79,6.89E-14,0,2.66E-76,3.64E-68,1.38E-39,6.55E-05,1.06E-14,2.48E-09,0.003144999,0.996789543
102,3.31E-238,0,8.32E-184,1.07E-71,1.91E-173,1.55E-25,1.77E-80,1.58E-14,0,1.29E-04,5.05E-69,5.25E-40,1.67E-05,1.05E-14,2.47E-09,0.003141728,0.996712783
103,3.67E-241,0,3.72E-186,1.09E-73,1.99E-176,2.08E-26,2.34E-81,3.65E-15,0,1.66E-05,7.05E-70,2.00E-40,4.28E-06,1.05E-14,2.48E-09,0.003144799,0.996834346
104,4.01E-244,0,1.70E-188,1.11E-75,2.20E-179,2.79E-27,3.10E-82,8.47E-16,0,2.13E-06,9.83E-71,7.59E-41,1.10E-06,1.05E-14,2.48E-09,0.003147886,0.996848883
105,4.39E-247,0,7.81E-191,1.13E-77,2.44E-182,3.75E-28,4.11E-83,1.96E-16,0,2.74E-07,1.37E-71,2.89E-41,2.81E-07,1.05E-14,2.48E-09,0.003150979,0.996848464
106,4.80E-250,0,3.59E-193,1.16E-79,2.72E-185,5.03E-29,5.45E-84,4.55E-17,0,3.53E-08,1.91E-72,1.10E-41,7.20E-08,1.04E-14,2.48E-09,0.003154075,0.996845815
107,5.26E-253,0,1.65E-195,1.19E-81,3.04E-188,6.76E-30,7.23E-85,1.06E-17,0,4.54E-09,2.67E-73,4.18E-42,1.85E-08,1.04E-14,2.49E-09,0.003157175,0.9968428
108,5.77E-256,0,7.55E-198,1.21E-83,3.39E-191,9.09E-31,9.58E-86,2.45E-18,0,5.84E-10,3.73E-74,1.59E-42,4.73E-09,1.04E-14,2.49E-09,0.003160278,0.996839714
109,6.33E-259,0,3.47E-200,1.24E-85,3.79E-194,1.22E-31,1.27E-86,5.68E-19,0,7.51E-11,5.20E-75,6.04E-43,1.21E-09,1.03E-14,2.49E-09,0.003163384,0.996836612
110,6.96E-262,0,1.59E-202,1.27E-87,4.24E-197,1.64E-32,1.69E-87,1.32E-19,0,9.67E-12,7.25E-76,2.30E-43,3.11E-10,1.03E-14,2.49E-09,0.003166493,0.996833504
111,7.65E-265,0,7.30E-205,1.30E-89,4.75E-200,2.21E-33,2.23E-88,3.05E-20,0,1.24E-12,1.01E-76,8.74E-44,7.96E-11,1.03E-14,2.50E-09,0.003169605,0.996830393
112,8.42E-268,0,3.35E-207,1.33E-91,5.32E-203,2.96E-34,2.96E-89,7.08E-21,0,1.60E-13,1.41E-77,3.32E-44,2.04E-11,1.03E-14,2.50E-09,0.00317272,0.996827277
113,9.28E-271,0,1.54E-209,1.36E-93,5.97E-206,3.98E-35,3.93E-90,1.64E-21,0,2.06E-14,1.97E-78,1.26E-44,5.23E-12,1.02E-14,2.50E-09,0.003175838,0.996824159
114,1.02E-273,0,7.04E-212,1.39E-95,6.70E-209,5.35E-36,5.21E-91,3.81E-22,0,2.65E-15,2.75E-79,4.81E-45,1.34E-12,1.02E-14,2.50E-09,0.003178959,0.996821038
115,1.13E-276,0,3.23E-214,1.42E-97,7.53E-212,7.19E-37,6.91E-92,8.83E-23,0,3.41E-16,3.83E-80,1.83E-45,3.43E-13,1.02E-14,2.51E-09,0.003182084,0.996817914
116,1.25E-279,0,1.48E-216,1.45E-99,8.47E-215,9.66E-38,9.16E-93,2.05E-23,0,4.38E-17,5.35E-81,6.95E-46,8.80E-14,1.01E-14,2.51E-09,0.003185211,0.996814786
117,1.38E-282,0,6.79E-219,1.48E-101,9.54E-218,1.30E-38,1.21E-93,4.75E-24,0,5.64E-18,7.46E-82,2.64E-46,2.25E-14,1.01E-14,2.51E-09,0.003188342,0.996811656
118,1.53E-285,0,3.11E-221,1.51E-103,1.08E-220,1.74E-39,1.61E-94,1.10E-24,0,7.25E-19,1.04E-82,1.01E-46,5.78E-15,1.01E-14,2.51E-09,0.003191475,0.996808522
119,1.70E-288,0,1.43E-223,1.55E-105,1.21E-223,2.34E-40,2.14E-95,2.55E-25,0,9.33E-20,1.45E-83,3.82E-47,1.48E-15,1.01E-14,2.52E-09,0.003194612,0.996805386
120,1.88E-291,0,6.54E-226,1.58E-107,1.37E-226,3.15E-41,2.83E-96,5.92E-26,0,1.20E-20,2.02E-84,1.45E-47,3.79E-16,1.00E-14,2.52E-09,0.003197751,0.996802246
121,2.09E-294,0,3.00E-228,1.61E-109,1.55E-229,4.23E-42,3.75E-97,1.37E-26,0,1.54E-21,2.82E-85,5.53E-48,9.72E-17,1.00E-14,2.52E-09,0.003200894,0.996799103
122,2.32E-297,0,1.37E-230,1.65E-111,1.75E-232,5.69E-43,4.98E-98,3.18E-27,0,1.99E-22,3.94E-86,2.10E-48,2.49E-17,9.97E-15,2.52E-09,0.00320404,0.996795958
123,2.59E-300,0,6.29E-233,1.69E-113,1.99E-235,7.64E-44,6.60E-99,7.38E-28,0,2.56E-23,5.49E-87,8.00E-49,6.38E-18,9.94E-15,2.52E-09,0.003207189,0.996792809
124,2.88E-303,0,2.88E-235,1.72E-115,2.25E-238,1.03E-44,8.75E-100,1.71E-28,0,3.29E-24,7.66E-88,3.04E-49,1.64E-18,9.92E-15,2.53E-09,0.003210341,0.996789657
125,3.21E-306,0,1.32E-237,1.76E-117,2.56E-241,1.38E-45,1.16E-100,3.97E-29,0,4.23E-25,1.07E-88,1.16E-49,4.19E-19,9.89E-15,2.53E-09,0.003213496,0.996786501
126,0.00E+00,0,6.05E-240,1.80E-119,2.91E-244,1.86E-46,1.54E-101,9.21E-30,0,5.44E-26,1.49E-89,4.40E-50,1.07E-19,9.86E-15,2.53E-09,0.003216654,0.996783343
127,4.0046625421E-312,0,2.77E-242,1.84E-121,3.31E-247,2.49E-47,2.04E-102,2.14E-30,0,7.00E-27,2.08E-90,1.67E-50,2.75E-20,9.83E-15,2.53E-09,0.003219815,0.996780182
128,4.47864373E-315,0,1.27E-244,1.88E-123,3.76E-250,3.35E-48,2.71E-103,4.95E-31,0,9.00E-28,2.90E-91,6.36E-51,7.05E-21,9.81E-15,2.54E-09,0.00322298,0.996777018
129,5.013674E-318,0,5.81E-247,1.92E-125,4.29E-253,4.50E-49,3.59E-104,1.15E-31,0,1.16E-28,4.05E-92,2.42E-51,1.81E-21,9.78E-15,2.54E-09,0.003226147,0.99677385
130,5.618E-321,0,2.66E-249,1.96E-127,4.89E-256,6.05E-50,4.76E-105,2.66E-32,0,1.49E-29,5.64E-93,9.20E-52,4.63E-22,9.75E-15,2.54E-09,0.003229318,0.996770679
131,4.9E-324,0,1.22E-251,2.00E-129,5.58E-259,8.13E-51,6.31E-106,6.17E-33,0,1.92E-30,7.87E-94,3.50E-52,1.19E-22,9.73E-15,2.54E-09,0.003232492,0.996767506
132,0,0,5.57E-254,2.04E-131,6.38E-262,1.09E-51,8.36E-107,1.43E-33,0,2.47E-31,1.10E-94,1.33E-52,3.04E-23,9.70E-15,2.55E-09,0.003235669,0.996764329
133,0,0,4.58E-06,2.09E-133,7.27E-265,1.46E-52,1.11E-107,3.31E-34,0,3.17E-32,1.53E-95,5.06E-53,7.77E-24,9.66E-15,2.55E-09,0.003233169,0.996762248
