name,stra.1,stra.2,stra.3,stra.4,stra.5,stra.6,stra.7,stra.8,stra.9,stra.10,stra.11,stra.12,stra.13,stra.14,stra.15,stra.16,stra.17
51,1.20E-60,0,1.27E-86,6.08E-82,0,0,2.85E-40,0,0,2.08E-36,1.33E-32,1.73E-19,2.06E-26,0.001711852,2.44E-06,0,0.998285703
52,3.08E-64,0,4.53E-89,4.72E-84,0,0,3.70E-41,0,0,2.70E-37,1.78E-33,6.68E-20,5.17E-27,0.001703316,2.44E-06,0,0.998294241
53,7.89E-68,0,1.61E-91,3.66E-86,0,0,4.81E-42,0,0,3.51E-38,2.40E-34,2.58E-20,1.30E-27,0.001694831,2.44E-06,0,0.998302728
54,2.01E-71,0,5.73E-94,2.84E-88,0,0,6.25E-43,0,0,4.56E-39,3.23E-35,9.98E-21,3.26E-28,0.001686397,2.44E-06,0,0.998311164
55,5.08E-75,0,2.04E-96,2.21E-90,0,0,8.12E-44,0,0,5.92E-40,4.35E-36,3.86E-21,8.19E-29,0.001678015,2.44E-06,0,0.998319549
56,1.28E-78,0,7.26E-99,1.71E-92,0,0,1.05E-44,0,0,7.68E-41,5.85E-37,1.49E-21,2.06E-29,0.001669682,2.43E-06,0,0.998327884
57,3.21E-82,0,2.58E-101,1.33E-94,0,0,1.37E-45,0,0,9.98E-42,7.87E-38,5.77E-22,5.17E-30,0.001661399,2.43E-06,0,0.998336168
58,8.00E-86,0,9.20E-104,1.03E-96,0,0,1.78E-46,0,0,1.30E-42,1.06E-38,2.23E-22,1.30E-30,0.001653166,2.43E-06,0,0.998344403
59,1.98E-89,0,3.27E-106,8.03E-99,0,0,2.31E-47,0,0,1.68E-43,1.42E-39,8.62E-23,3.27E-31,0.001644982,2.43E-06,0,0.998352589
60,4.90E-93,0,1.17E-108,6.23E-101,0,0,3.01E-48,0,0,2.18E-44,1.92E-40,3.33E-23,8.21E-32,0.001636847,2.43E-06,0,0.998360726
61,1.20E-96,0,4.15E-111,4.84E-103,0,0,3.91E-49,0,0,2.84E-45,2.58E-41,1.29E-23,2.06E-32,0.001628761,2.42E-06,0,0.998368814
62,2.94E-100,0,1.48E-113,3.76E-105,0,0,5.07E-50,0,0,3.68E-46,3.47E-42,4.98E-24,5.19E-33,0.001620723,2.42E-06,0,0.998376855
63,7.16E-104,0,5.27E-116,2.92E-107,0,0,6.59E-51,0,0,4.78E-47,4.67E-43,1.93E-24,1.30E-33,0.001612732,2.42E-06,0,0.998384847
64,1.73E-107,0,1.88E-118,2.27E-109,0,0,8.57E-52,0,0,6.21E-48,6.28E-44,7.45E-25,3.27E-34,0.001604788,2.42E-06,0,0.998392792
65,4.17E-111,0,6.70E-121,1.76E-111,0,0,1.11E-52,0,0,8.06E-49,8.46E-45,2.88E-25,8.23E-35,0.001596892,2.42E-06,0,0.998400691
66,1.00E-114,0,2.39E-123,1.37E-113,0,0,1.45E-53,0,0,1.05E-49,1.14E-45,1.11E-25,2.07E-35,0.001589042,2.42E-06,0,0.998408542
67,2.39E-118,0,8.51E-126,1.06E-115,0,0,1.88E-54,0,0,1.36E-50,1.53E-46,4.30E-26,5.20E-36,0.001581239,2.41E-06,0,0.998416347
68,5.66E-122,0,3.03E-128,8.28E-118,0,0,2.44E-55,0,0,1.76E-51,2.06E-47,1.66E-26,1.31E-36,0.001573481,2.41E-06,0,0.998424106
69,1.34E-125,0,1.08E-130,6.43E-120,0,0,3.18E-56,0,0,2.29E-52,2.77E-48,6.43E-27,3.28E-37,0.00156577,2.41E-06,0,0.99843182
70,3.14E-129,0,3.86E-133,5.00E-122,0,0,4.13E-57,0,0,2.98E-53,3.73E-49,2.49E-27,8.25E-38,0.001558103,2.41E-06,0,0.998439488
71,7.35E-133,0,1.38E-135,3.89E-124,0,0,5.37E-58,0,0,3.86E-54,5.02E-50,9.62E-28,2.07E-38,0.001550481,2.41E-06,0,0.998447112
72,1.71E-136,0,4.91E-138,3.02E-126,0,0,6.98E-59,0,0,5.02E-55,6.76E-51,3.72E-28,5.21E-39,0.001542904,2.41E-06,0,0.998454691
73,3.96E-140,0,1.75E-140,2.35E-128,0,0,9.07E-60,0,0,6.52E-56,9.10E-52,1.44E-28,1.31E-39,0.001535371,2.40E-06,0,0.998462225
74,9.12E-144,0,6.26E-143,1.83E-130,0,0,1.18E-60,0,0,8.46E-57,1.22E-52,5.56E-29,3.29E-40,0.001527882,2.40E-06,0,0.998469716
75,2.09E-147,0,2.23E-145,1.42E-132,0,0,1.53E-61,0,0,1.10E-57,1.65E-53,2.15E-29,8.28E-41,0.001520437,2.40E-06,0,0.998477163
76,4.77E-151,0,7.98E-148,1.10E-134,0,0,1.99E-62,0,0,1.43E-58,2.22E-54,8.31E-30,2.08E-41,0.001513035,2.40E-06,0,0.998484566
77,1.08E-154,0,2.85E-150,8.58E-137,0,0,2.59E-63,0,0,1.85E-59,2.99E-55,3.21E-30,5.23E-42,0.001505676,2.40E-06,0,0.998491927
78,2.45E-158,0,1.02E-152,6.67E-139,0,0,3.37E-64,0,0,2.41E-60,4.02E-56,1.24E-30,1.31E-42,0.001498359,2.40E-06,0,0.998499245
79,5.50E-162,0,3.63E-155,5.19E-141,0,0,4.38E-65,0,0,3.12E-61,5.41E-57,4.80E-31,3.30E-43,0.001491085,2.39E-06,0,0.998506521
80,1.23E-165,0,1.30E-157,4.04E-143,0,0,5.70E-66,0,0,4.06E-62,7.28E-58,1.86E-31,8.31E-44,0.001483853,2.39E-06,0,0.998513754
81,2.74E-169,0,4.64E-160,3.14E-145,0,0,7.41E-67,0,0,5.27E-63,9.80E-59,7.18E-32,2.09E-44,0.001476663,2.39E-06,0,0.998520946
82,6.08E-173,0,1.66E-162,2.44E-147,0,0,9.63E-68,0,0,6.84E-64,1.32E-59,2.78E-32,5.25E-45,0.001469514,2.39E-06,0,0.998528097
83,1.34E-176,0,5.92E-165,1.90E-149,0,0,1.25E-68,0,0,8.89E-65,1.78E-60,1.07E-32,1.32E-45,0.001462406,2.39E-06,0,0.998535206
84,2.95E-180,0,1.69E-167,7.19E-06,0,0,1.62E-69,0,0,1.15E-65,2.38E-61,4.14E-33,3.31E-46,0.001453186,2.38E-06,0,0.99853724
85,6.42E-184,0,6.05E-170,5.59E-08,0,0,2.11E-70,0,0,1.49E-66,3.20E-62,1.60E-33,8.31E-47,0.001446177,2.38E-06,0,0.998551385
86,1.39E-187,0,2.16E-172,4.35E-10,0,0,2.74E-71,0,0,1.94E-67,4.31E-63,6.19E-34,2.09E-47,0.001439203,2.38E-06,0,0.998558416
87,3.01E-191,0,7.73E-175,3.39E-12,0,0,3.57E-72,0,0,2.52E-68,5.80E-64,2.40E-34,5.25E-48,0.001432268,2.38E-06,0,0.998565353
88,6.47E-195,0,2.77E-177,2.63E-14,0,0,4.64E-73,0,0,3.27E-69,7.81E-65,9.26E-35,1.32E-48,0.001425374,2.38E-06,0,0.998572249
89,1.38E-198,0,9.89E-180,2.05E-16,0,0,6.03E-74,0,0,4.24E-70,1.05E-65,3.58E-35,3.32E-49,0.001418518,2.38E-06,0,0.998579106
90,2.94E-202,0,3.54E-182,1.60E-18,0,0,7.85E-75,0,0,5.51E-71,1.41E-66,1.38E-35,8.35E-50,0.001411701,2.37E-06,0,0.998585924
91,6.72E-206,0,1.02E-184,1.15E-20,0,0,1.29E-04,0,0,7.19E-72,1.90E-67,5.34E-36,2.09E-50,0.001403095,2.37E-06,0,0.998465104
92,1.21E-209,0,3.51E-187,8.83E-23,0,0,1.68E-05,0,0,9.35E-73,2.55E-68,2.07E-36,5.26E-51,0.001396491,2.37E-06,0,0.998584316
93,2.48E-213,0,1.25E-189,6.86E-25,0,0,2.19E-06,0,0,1.21E-73,3.43E-69,7.99E-37,1.32E-51,0.001389815,2.37E-06,0,0.998605629
94,5.16E-217,0,4.47E-192,5.34E-27,0,0,2.85E-07,0,0,1.58E-74,4.62E-70,3.09E-37,3.32E-52,0.001383163,2.37E-06,0,0.998614186
95,1.07E-220,0,1.60E-194,4.16E-29,0,0,3.70E-08,0,0,2.05E-75,6.22E-71,1.19E-37,8.36E-53,0.001376547,2.36E-06,0,0.998621051
96,2.21E-224,0,5.74E-197,3.24E-31,0,0,4.82E-09,0,0,2.66E-76,8.37E-72,4.62E-38,2.10E-53,0.001369968,2.36E-06,0,0.998627664
97,4.54E-228,0,2.05E-199,2.52E-33,0,0,6.27E-10,0,0,3.45E-77,1.13E-72,1.79E-38,5.28E-54,0.001363426,2.36E-06,0,0.998634211
98,9.29E-232,0,7.36E-202,1.96E-35,0,0,8.16E-11,0,0,4.49E-78,1.52E-73,6.91E-39,1.33E-54,0.001356921,2.36E-06,0,0.998640718
99,1.89E-235,0,2.64E-204,1.53E-37,0,0,1.06E-11,0,0,5.83E-79,2.04E-74,2.67E-39,3.34E-55,0.001350452,2.36E-06,0,0.998647188
100,3.83E-239,0,9.44E-207,1.19E-39,0,0,1.38E-12,0,0,7.57E-80,2.75E-75,1.03E-39,8.40E-56,0.001344019,2.36E-06,0,0.998653622
101,7.72E-243,0,3.38E-209,9.27E-42,0,0,1.80E-13,0,0,9.83E-81,3.70E-76,3.99E-40,2.11E-56,0.001337622,2.36E-06,0,0.99866002
102,1.55E-246,0,1.21E-211,7.22E-44,0,0,2.34E-14,0,0,1.28E-81,4.99E-77,1.54E-40,5.31E-57,0.001331261,2.36E-06,0,0.998666382
103,3.10E-250,0,4.34E-214,5.62E-46,0,0,3.04E-15,0,0,1.66E-82,6.72E-78,5.97E-41,1.33E-57,0.001324936,2.36E-06,0,0.998672709
104,6.15E-254,0,1.56E-216,4.38E-48,0,0,3.96E-16,0,0,2.15E-83,9.04E-79,2.31E-41,3.36E-58,0.001318645,2.35E-06,0,0.998679
105,1.22E-257,0,5.58E-219,3.41E-50,0,0,5.15E-17,0,0,2.80E-84,1.22E-79,8.93E-42,8.44E-59,0.00131239,2.35E-06,0,0.998685257
106,2.40E-261,0,2.00E-221,2.66E-52,0,0,6.71E-18,0,0,3.63E-85,1.64E-80,3.45E-42,2.12E-59,0.00130617,2.35E-06,0,0.998691478
107,8.07E-265,0,7.00E-224,2.05E-54,0,0,8.71E-19,0,0,4.71E-86,2.20E-81,1.33E-42,5.33E-60,0.00129758,2.35E-06,9.99E-04,0.997701486
108,2.71E-268,0,2.46E-226,1.58E-56,0,0,1.13E-19,0,0,6.11E-87,2.95E-82,5.15E-43,1.34E-60,0.001291631,2.35E-06,9.98E-04,0.997707844
109,9.10E-272,0,8.61E-229,1.22E-58,0,0,1.47E-20,0,0,7.93E-88,3.97E-83,1.99E-43,3.37E-61,0.001285714,2.34E-06,9.98E-04,0.997714165
110,3.04E-275,0,3.02E-231,9.38E-61,0,0,1.92E-21,0,0,1.03E-88,5.34E-84,7.69E-44,8.47E-62,0.001279829,2.34E-06,9.97E-04,0.997720447
111,1.02E-278,0,1.06E-233,7.24E-63,0,0,2.50E-22,0,0,1.34E-89,7.17E-85,2.97E-44,2.13E-62,0.001273975,2.34E-06,9.97E-04,0.997726692
112,3.38E-282,0,2.96E-236,7.12E-06,0,0,3.23E-23,0,0,1.73E-90,9.58E-86,1.15E-44,5.34E-63,0.001266277,2.34E-06,9.95E-04,0.997729121
113,1.12E-285,0,1.04E-238,5.49E-08,0,0,4.21E-24,0,0,2.24E-91,1.29E-86,4.43E-45,1.34E-63,0.0012605,2.34E-06,9.95E-04,0.99774234
114,3.70E-289,0,3.63E-241,4.24E-10,0,0,5.48E-25,0,0,2.91E-92,1.73E-87,1.71E-45,3.38E-64,0.001254749,2.34E-06,9.94E-04,0.997748516
115,1.22E-292,0,1.28E-243,3.27E-12,0,0,7.13E-26,0,0,3.78E-93,2.33E-88,6.62E-46,8.49E-65,0.001249029,2.34E-06,9.94E-04,0.997754601
116,4.00E-296,0,4.48E-246,2.52E-14,0,0,9.27E-27,0,0,4.91E-94,3.13E-89,2.56E-46,2.14E-65,0.001243339,2.33E-06,9.94E-04,0.997760649
117,1.31E-299,0,1.57E-248,1.95E-16,0,0,1.21E-27,0,0,6.38E-95,4.20E-90,9.89E-47,5.37E-66,0.001237679,2.33E-06,9.93E-04,0.997766661
118,5.48E-303,0,4.53E-251,1.40E-18,0,0,1.54E-28,0,0,1.30E-04,5.62E-91,3.82E-47,1.35E-66,0.001230463,2.33E-06,9.91E-04,0.997645667
119,1.80E-306,0,1.55E-253,1.07E-20,0,0,2.01E-29,0,0,1.69E-05,7.56E-92,1.48E-47,3.39E-67,0.001224984,2.33E-06,9.91E-04,0.997764791
120,5.83969048209573E-310,0,5.42E-256,8.27E-23,0,0,2.61E-30,0,0,2.20E-06,1.02E-92,5.71E-48,8.52E-68,0.001219436,2.33E-06,9.91E-04,0.997785393
121,4.66E-07,0,1.98E-258,5.90E-25,0,0,3.38E-31,0,0,2.84E-07,1.36E-93,2.20E-48,2.13E-68,0.00121095,2.32E-06,9.88E-04,0.997798063
122,1.50E-10,0,6.95E-261,4.56E-27,0,0,4.40E-32,0,0,3.69E-08,1.83E-94,8.51E-49,5.37E-69,0.001205461,2.32E-06,9.88E-04,0.997804582
123,4.81E-14,0,2.44E-263,3.52E-29,0,0,5.73E-33,0,0,4.79E-09,2.47E-95,3.29E-49,1.35E-69,0.001200001,2.32E-06,9.87E-04,0.997810386
124,1.54E-17,0,8.58E-266,2.72E-31,0,0,7.46E-34,0,0,6.21E-10,3.31E-96,1.27E-49,3.40E-70,0.001194569,2.32E-06,9.87E-04,0.997816127
125,7.08E-21,0,2.94E-268,2.07E-33,0,0,9.68E-35,0,0,8.05E-11,4.44E-97,4.90E-50,8.52E-71,0.001186969,2.31E-06,0.001983418,0.9968273
126,3.26E-24,0,1.01E-270,1.58E-35,0,0,1.26E-35,0,0,1.05E-11,5.95E-98,1.89E-50,2.14E-71,0.001181779,2.31E-06,0.001982829,0.99683308
127,1.49E-27,0,3.47E-273,1.21E-37,0,0,1.64E-36,0,0,1.36E-12,7.99E-99,7.32E-51,5.39E-72,0.001176616,2.31E-06,0.00198225,0.996838822
128,8.94E-31,0,1.16E-275,9.13E-40,0,0,2.13E-37,0,0,1.76E-13,1.07E-99,2.82E-51,1.35E-72,0.001169315,2.31E-06,0.002976451,0.995851928
129,5.35E-34,0,3.89E-278,6.90E-42,0,0,2.77E-38,0,0,2.28E-14,1.43E-100,1.09E-51,3.40E-73,0.001164386,2.31E-06,0.002975617,0.995857692
130,3.95E-37,0,1.27E-280,5.16E-44,0,0,3.60E-39,0,0,2.95E-15,1.91E-101,4.20E-52,8.54E-74,0.001157341,2.30E-06,0.003967602,0.994872757
131,2.91E-40,0,4.16E-283,3.48E-46,0,0,4.64E-40,0,0,3.81E-16,2.54E-102,1.62E-52,2.14E-74,0.001150521,2.30E-06,0.003959269,0.994887915
132,2.15E-43,0,1.36E-285,2.61E-48,0,0,6.03E-41,0,0,4.95E-17,3.40E-103,6.24E-53,5.39E-75,0.001145851,2.29E-06,0.003958231,0.994893623
133,1.58E-46,0,4.47E-288,1.95E-50,0,0,7.85E-42,0,0,6.42E-18,4.54E-104,2.41E-53,1.35E-75,0.001141203,2.29E-06,0.003957213,0.99489929
134,1.16E-49,0,1.46E-290,1.46E-52,0,0,1.02E-42,0,0,8.33E-19,6.07E-105,9.29E-54,3.41E-76,0.001136577,2.29E-06,0.003956213,0.994904916
135,8.51E-53,0,4.80E-293,1.09E-54,0,0,1.33E-43,0,0,1.08E-19,8.11E-106,3.59E-54,8.57E-77,0.001131972,2.29E-06,0.003955233,0.994910502
136,6.24E-56,0,1.57E-295,8.20E-57,0,0,1.73E-44,0,0,1.40E-20,1.08E-106,1.38E-54,2.16E-77,0.00112739,2.29E-06,0.003954271,0.994916046
137,4.57E-59,0,5.16E-298,6.14E-59,0,0,2.25E-45,0,0,1.82E-21,1.45E-107,5.34E-55,5.42E-78,0.001122829,2.29E-06,0.003953329,0.994921551
138,3.34E-62,0,1.69E-300,4.60E-61,0,0,2.92E-46,0,0,2.36E-22,1.94E-108,2.06E-55,1.36E-78,0.001118289,2.29E-06,0.003952405,0.994927015
139,2.44E-65,0,5.54E-303,3.44E-63,0,0,3.81E-47,0,0,3.06E-23,2.59E-109,7.96E-56,3.43E-79,0.001113771,2.29E-06,0.003951499,0.994932439
140,1.78E-68,0,1.82E-305,2.58E-65,0,0,4.95E-48,0,0,3.97E-24,3.46E-110,3.07E-56,8.63E-80,0.001109274,2.29E-06,0.003950612,0.994937824
141,1.30E-71,0,5.96E-308,1.93E-67,0,0,6.44E-49,0,0,5.15E-25,4.62E-111,1.19E-56,2.17E-80,0.001104798,2.29E-06,0.003949744,0.994943169
142,9.46E-75,0,1.95623113037674E-310,1.45E-69,0,0,8.38E-50,0,0,6.69E-26,6.18E-112,4.58E-57,5.46E-81,0.001100344,2.29E-06,0.003948893,0.994948474
143,6.88E-78,0,6.4179903209E-313,1.08E-71,0,0,1.09E-50,0,0,8.68E-27,8.26E-113,1.77E-57,1.37E-81,0.001095909,2.29E-06,0.003948061,0.994953741
144,5.00E-81,0,2.10586301E-315,8.11E-74,0,0,1.42E-51,0,0,1.13E-27,1.10E-113,6.82E-58,3.45E-82,0.001091496,2.29E-06,0.003947247,0.994958969
145,3.63E-84,0,6.910555E-318,6.08E-76,0,0,1.85E-52,0,0,1.46E-28,1.48E-114,2.63E-58,8.68E-83,0.001087103,2.29E-06,0.003946451,0.994964158
146,2.63E-87,0,2.2683E-320,4.55E-78,0,0,2.40E-53,0,0,1.90E-29,1.97E-115,1.02E-58,2.18E-83,0.001082731,2.29E-06,0.003945673,0.994969309
147,1.90E-90,0,7.4E-323,3.41E-80,0,0,3.13E-54,0,0,2.46E-30,2.64E-116,3.92E-59,5.49E-84,0.001078379,2.29E-06,0.003944913,0.994974421
148,1.38E-93,0,0,2.56E-82,0,0,4.07E-55,0,0,3.19E-31,3.52E-117,1.51E-59,1.38E-84,0.001074048,2.29E-06,0.003944171,0.994979496
